"Title","Explosive_List_Corrected","Year","Country"
"COUPLED REVERSED PHASE AND ION CHROMATOGRAPHIC SYSTEM FOR THE SIMULTANEOUS IDENTIFICATION OF INORGANIC AND ORGANIC EXPLOSIVES","Cyclotetramethylene-Tetranitramine (HMX);Nitroglycerin (NG);Pentaerythritol Tetranitrate (PETN);Tetryl;",2011,"Australia,USA"
"COUPLING CORONA DISCHARGE FOR AMBIENT EXTRACTIVE IONIZATION MASS SPECTROMETRY","",2011,"China"
"COUPLING PAPER BASED MICROFLUIDICS AND LAB ON A CHIP TECHNOLOGIES FOR CONFIRMATORY ANALYSIS OF TRINITRO AROMATIC EXPLOSIVES","1,3,5-Trinitrobenzene (TNB);2,4,6-Trinitrotoluene (TNT);Nitroglycerin (NG);Tetryl;",2014,"Australia,Switzerland,USA"
"CRACK MECHANISM OF AL AL2O3NANOPARTICLES IN HOT ENERGETIC MATERIALS","Cyclotrimethylene-Trinitramine (RDX);",2021,"China"
"CREATININE MODIFIED GOLD NANOPARTICLES FOR HIGHLY SENSITIVE COLORIMETRIC SENSING OF NITROGUANIDINE EXPLOSIVE","",2016,"China"
"CRESS FIELDED TO IBCTS CHEMICAL RECONNAISSANCE AND EXPLOSIVES SCREENING SETS BRING DETECTING PRECURSORS OF HMES TO THE FORCE","",2020,NA
"CRITERIA TO DETERMINE LIKELIHOOD OF BRAIN INJURY DURING EXPLOSIVE EVENTS","",2010,"USA"
"CRITERION ANALYSIS AND CONTENT VALIDITY FOR STANDARDIZED BEHAVIORAL TESTS IN A DETECTOR DOG BREEDING PROGRAM","",2015,"USA,Germany,Australia"
"CRITICAL PARAMETERS OF A MICRO HOTSPOT MODEL OF THE LASER PULSE INITIATION OF THE EXPLOSIVE DECOMPOSITION OF ENERGETIC MATERIALS","Pentaerythritol Tetranitrate (PETN);",2017,"Russia"
"CRITICAL REVIEW OF DOG DETECTION AND THE INFLUENCES OF PHYSIOLOGY TRAINING AND ANALYTICAL METHODOLOGIES","",2018,"Australia"
"CRYOFOCUSING CAPILLARY MICROEXTRACTION OF VOLATILES CRYO CMV AS A NOVEL HEADSPACE EXTRACTION DEVICE FOR THE ANALYSIS OF VOLATILE ORGANIC COMPOUNDS AND SMOKELESS POWDERS","Nitroglycerin (NG);",2017,"USA"
"CRYSTAL STRUCTURE AND EXPLOSIVE PERFORMANCE OF A NEW CL 20 BENZALDEHYDE COCRYSTAL","2,4,6-Trinitrotoluene (TNT);Hexanitrohexaazaisowurtzitane (CL-20)",2020,"China"
"CRYSTAL STRUCTURE AND PROPERTIES OF AN ENERGETIC PERCHLORATE COMPLEX COMPOUND WITH COPPER AND CYTOSINE","",2021,"Poland"
"CRYSTAL STRUCTURE THERMAL DECOMPOSITION BEHAVIORS AND SENSITIVITY PROPERTIES OF A NOVEL ENERGETIC COMPOUND CO DAT 6 CLO 4 2","",2011,"China"
"CRYSTALLIZATION KINETICS OF PENTAERYTHRITOL TETRANITRATE PETN THIN FILMS ON VARIOUS MATERIALS","Pentaerythritol Tetranitrate (PETN)",2020,"USA"
"CU II MOFS BASED ON BIPYRIDYLS TOPOLOGY MAGNETISM AND EXPLORING SENSING ABILITY TOWARD MULTIPLE NITROAROMATIC EXPLOSIVES","Dinitrobenzene (DNB);",2019,"India"
"CURCUMIN MULTI WALL CARBON NANOTUBES MODIFIED GLASSY CARBON ELECTRODE AND ITS ELECTROCATALYTIC ACTIVITY TOWARDS OXIDATION OF HYDRAZINE","",2009,"China"
"CURING BEHAVIOR OF POLYURETHANE AS A BINDER FOR POLYMER BONDED EXPLOSIVES","",2015,"Korea South"
"CURRENT TRENDS IN EXPLOSIVE DETECTION TECHNIQUES","",2012,"UK"
"CURRENT TRENDS IN LASER INDUCED BREAKDOWN SPECTROSCOPY A TUTORIAL REVIEW","",2021,"USA,Brazil"
"CURRENT TRENDS IN THE DETECTION OF PEROXIDE BASED EXPLOSIVES","Hexamethylene Triperoxide Diamine (HMTD);Triacetone Triperoxide (TATP);",2009,"USA"
"CYCLIC ORGANIC PEROXIDES CHARACTERIZATION BY MASS SPECTROMETRY AND RAMAN MICROSCOPY","Benzoyl Peroxide;Hexamethylene Triperoxide Diamine (HMTD);Triacetone Triperoxide (TATP);",2011,"Puerto Rico,USA"
"CYCLIC PENTANONE PEROXIDE SENSITIVENESS AND SUITABILITY AS A MODEL FOR TRIACETONE TRIPEROXIDE","Triacetone Triperoxide (TATP)",2014,"Australia"
"D D NEUTRON SCATTER MEASUREMENTS FOR A NOVEL EXPLOSIVES DETECTION TECHNIQUE","",2012,"USA"
"D T NEUTRON GENERATORS AS A FEASIBILITY TOOL FOR LANDMINE DETECTION BASED ON NEUTRON BACKSCATTERING METHOD","",2014,"Iran"
"DAMAGE PREDICTION OF CONCRETE GRAVITY DAMS SUBJECTED TO UNDERWATER EXPLOSION SHOCK LOADING","2,4,6-Trinitrotoluene (TNT);",2014,"China"
"DAPO LLM 105 IMPROVING THE PARTICLE MORPHOLOGY AND THERMAL STABILITY","2,6-Diamino-3,5-Dinitropyrazine-1-Oxide (LLM-105);Potassium Nitrate",2019,"France"
"DART MS ANALYSIS OF INORGANIC EXPLOSIVES USING HIGH TEMPERATURE THERMAL DESORPTION","",2017,"USA"
"DART MS SPECTRAL SIMILARITY OF INFRARED THERMALLY DESORBED SOLID PARTICULATE AND SOLUTION CAST PROPELLANT SAMPLES","Black Powder;",2021,"USA"
"DATA DRIVEN BLENDED EQUATIONS OF STATE FOR CONDENSED PHASE EXPLOSIVES","1,3,5-Triamino-2,4,6-Trinitrobenzene (TATB);Cyclotetramethylene-Tetranitramine (HMX);Nitromethane (NM);Pentaerythritol Tetranitrate (PETN);",2021,"USA"
"DATA QUALITY IMPROVEMENT FOR FIELD PORTABLE GAS CHROMATOGRAPHY MASS SPECTROMETRY THROUGH THE USE OF ISOTOPIC ANALOGUES FOR IN SITU CALIBRATION","",2020,"USA"
"DEBISIM A SIMULATION PIPELINE FOR DUAL ENERGY CT BASED BAGGAGE INSPECTION SYSTEMS","",2021,"USA"
"DECOMPOSING EXPLOSIVES AND REDUCTION OF PERCHLORATE AND NITRATE","",2019,NA
"DECOMPOSITION AND ENERGY ENHANCEMENT MECHANISM OF THE ENERGETIC BINDER GLYCIDYL AZIDE POLYMER AT EXPLOSIVE DETONATION TEMPERATURES","Glycidyl Azide Polymer",2020,"Singapore,China"
"DECOMPOSITION OF NITROTOLUENES FROM TRINITROTOLUENE MANUFACTURING PROCESS BY ELECTRO FENTON OXIDATION","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);Nitrotoluene (NT)",2008,"Taiwan"
"DECOMPOSITION OF PENTAERYTHRITOL TETRANITRATE C CH2ONO 2 4 FOLLOWING ELECTRONIC EXCITATION","Pentaerythritol Tetranitrate (PETN)",2011,"USA"
"DECOMPOSITION OF TRIACETONE TRIPEROXIDE IS AN ENTROPIC EXPLOSION","Triacetone Triperoxide (TATP)",2005,"Israel,Germany,USA"
"DEEP RAMAN SPECTROSCOPY FOR THE NON INVASIVE STANDOFF DETECTION OF CONCEALED CHEMICAL THREAT AGENTS","",2012,"Australia"
"DEEP ULTRAVIOLET RESONANCE RAMAN SPECTROSCOPY OF EXPLOSIVES","",2010,"USA"
"DEEP ULTRAVIOLET STANDOFF PHOTOACOUSTIC SPECTROSCOPY OF TRACE EXPLOSIVES","2,4,6-Trinitrotoluene (TNT);Ammonium Nitrate (AN);Pentaerythritol Tetranitrate (PETN);",2019,"USA"
"DEFLAGRATION PRODUCTS FROM EMULSION EXPLOSIVE UNCONVENTIONAL NANO POWDERS FROM ION REACTION","",2009,"China"
"DEFLAGRATION TO DETONATION TRANSITION IN HOT HMX AND HMX BASED POLYMER BONDED EXPLOSIVES","Cyclotetramethylene-Tetranitramine (HMX)",2020,"USA"
"DEGRADATION AND DETOXIFICATION OF 4 NITROPHENOL BY ADVANCED OXIDATION TECHNOLOGIES AND BENCH SCALE CONSTRUCTED WETLANDS","",2012,"Spain"
"DEGRADATION AND MINERALIZATION OF 2 4 6 TRINITRORESORCINE IN VARIOUS PHOTOCHEMICAL SYSTEMS","Styphnic Acid",2013,NA
"DEGRADATION MECHANISM AND THERMAL STABILITY OF UREA NITRATE BELOW THE MELTING POINT","Ammonium Nitrate (AN);Urea Nitrate",2011,"Canada"
"DEGRADATION OF 2 4 6 TRINITROTOLUENE TNT BY IMMOBILIZED MICROORGANISM BIOLOGICAL FILTER","2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);Nitrotoluene (NT)",2010,"China"
"DEGRADATION OF 2 4 6 TRINITROTOLUENE TNT FROM EXPLOSIVE WASTEWATER USING NANOSCALE ZERO VALENT IRON","2,4,6-Trinitrotoluene (TNT)",2010,"China"
"DEGRADATION OF HIGH ENERGETIC AND INSENSITIVE MUNITIONS COMPOUNDS BY FE CU BIMETAL REDUCTION","2,4,6-Trinitrotoluene (TNT);3-Nitro-1,2,4-Triazol-5-One (NTO);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Nitrotoluene (NT);",2012,"USA"
"DEGRADATION OF NITROESTERS BY PLANT TISSUE CULTURES","Ethylene Glycol Dinitrate (EGDN);Nitroglycerin (NG);",2010,"Czech Republic"
"DEGRADATION OF RDX HEXAHYDRO 1 3 5 TRINITRO 1 3 5 TRIAZINE IN CONTRASTING COASTAL MARINE HABITATS SUBTIDAL NON VEGETATED SAND SUBTIDAL VEGETATED SILT EEL GRASS AND INTERTIDAL MARSH","Ammonium Nitrate (AN);Cyclotrimethylene-Trinitramine (RDX)",2020,"USA"
"DEGRADATION OF TRINITROGLYCERIN TNG USING ZERO VALENT IRON NANOPARTICLES NANOSILICA SBA 15 COMPOSITE ZVINS SBA 15","Dynamite;",2010,"Canada"
"DEGRADATION STUDY OF NITROAROMATIC EXPLOSIVES 2 DIAZO 4 6 DINITROPHENOL AND PICRAMIC ACID USING HPLC AND UHPLC ESI MS MS","Diazodinitrophenol (DDNP);Picramic Acid",2014,"Czech Republic"
"DELAYED MYELOSUPPRESSION WITH ACUTE EXPOSURE TO HEXAHYDRO 1 3 5 TRINITRO 1 3 5 TRIAZINE RDX AND ENVIRONMENTAL DEGRADATION PRODUCT HEXAHYDRO 1 NITROSO 3 5 DINITRO 1 3 5 TRIAZINE MNX IN RATS","Cyclotrimethylene-Trinitramine (RDX)",2013,"USA"
"DEMONSTRATED WAVELENGTH PORTABILITY OF RAMAN REFERENCE DATA FOR EXPLOSIVES AND CHEMICAL DETECTION","",2012,"USA"
"DEMONSTRATION OF SUBMERSIBLE HIGH THROUGHPUT MICROFLUIDIC IMMUNOSENSORS FOR UNDERWATER EXPLOSIVES DETECTION","2,4,6-Trinitrotoluene (TNT);Nitroglycerin (NG);",2011,"USA"
"DENDRIMER BASED TERAHERTZ TIME DOMAIN SPECTROSCOPY AND APPLICATIONS IN MOLECULAR CHARACTERIZATION","",2011,"USA"
"DENDRITE GROWTH OF ENERGETIC MATERIAL RDX","Cyclotrimethylene-Trinitramine (RDX)",2012,"China"
"DENITRIFICATION OF GROUNDWATER WITH PYRITE AND THIOBACILLUS DENITRIFICANS","",2010,"Spain"
"DENITRIFYING BIOREACTORS AN APPROACH FOR REDUCING NITRATE LOADS TO RECEIVING WATERS","",2010,"New Zealand,Canada,USA"
"DENSITY FUNCTION THEORY STUDY ON ENERGETIC NITRO TRIAZIRIDINE DERIVATIVES","",2013,"China"
"DENSITY FUNCTIONAL STUDIES OF THE HEATS OF FORMATION OF SEVERAL NITROESTER COMPOUNDS","",2007,"China"
"DENSITY FUNCTIONAL THEORETICAL MODELING ELECTROSTATIC SURFACE POTENTIAL AND SURFACE ENHANCED RAMAN SPECTROSCOPIC STUDIES ON BIOSYNTHESIZED SILVER NANOPARTICLES OBSERVATION OF 400 PM SENSITIVITY TO EXPLOSIVES","2,4,6-Trinitrotoluene (TNT);Hexanitrohexaazaisowurtzitane (CL-20);",2014,"India"
"DENSITY FUNCTIONAL THEORY STUDIES OF ENERGETIC NITROGEN RICH DERIVATIVES OF SUBSTITUTED CARBON BRIDGED DIIMINOTETRAZOLES","",2011,"China"
"DENSITY FUNCTIONAL THEORY STUDY OF INTERACTIONS OF CYCLOTRIMETHYLENE TRINITRAMINE RDX AND TRIACETONE TRIPEROXIDE TATP WITH METAL ORGANIC FRAMEWORK IRMOF 1 BE","Cyclotrimethylene-Trinitramine (RDX);Triacetone Triperoxide (TATP)",2012,"USA"
"DENSITY FUNCTIONAL THEORY STUDY OF PIPERIDINE AND DIAZOCINE COMPOUNDS","1,3,5-Trinitrobenzene (TNB);Cyclotetramethylene-Tetranitramine (HMX);",2008,"China"
"DENSITY FUNCTIONAL THEORY STUDY OF STRUCTURAL VIBRATIONAL AND THERMODYNAMIC PROPERTIES OF CRYSTALLINE 2 4 DINITROPHENOL 2 4 DINITRORESORCINOL AND 4 6 DINITRORESORCINOL","",2009,"China"
"DEPENDENCE OF PARTICLE MORPHOLOGY AND SIZE ON THE MECHANICAL SENSITIVITY AND THERMAL STABILITY OF OCTAHYDRO 1 3 5 7 TETRANITRO 1 3 5 7 TETRAZOCINE","Cyclotetramethylene-Tetranitramine (HMX)",2008,"China"
"DEPENDENCE OF THE DETONABILITY OF HIGH EXPLOSIVES ON THE DEFECTIVENESS OF THE EXPLOSIVE FILLER CRYSTALS","",2021,"Russia"
"DERIVATIZATION CHEMISTRIES FOR THE DETERMINATION OF INORGANIC ANIONS AND STRUCTURALLY RELATED COMPOUNDS BY GAS CHROMATOGRAPHY A REVIEW","",2018,"Canada,Italy"
"DESCRIPTORS FOR HIGH ENERGY NITRO COMPOUNDS ESTIMATION OF THERMODYNAMIC PHYSICOCHEMICAL AND ENVIRONMENTAL PROPERTIES","",2021,"UK,USA"
"DESENSITIZATION OF HIGH EXPLOSIVES BY ENCAPSULATION IN METAL ORGANIC FRAMEWORKS","Cyclotrimethylene-Trinitramine (RDX);",2021,"Korea South"
"DESENSITIZING AGENT FOR HOMEMADE AND CONVENTIONAL EXPLOSIVES","",2018,NA
"DESIGN AND ANALYSIS OF FBG SENSOR FOR EXPLOSIVE DETECTION APPLICATIONS","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX);Nitroglycerin (NG);",2020,"India"
"DESIGN AND EVALUATION OF A NOVEL HEMISPHERICAL FAIMS CELL","2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);",2010,"USA"
"DESIGN AND FABRICATION OF OPTICAL CHEMICAL SENSOR FOR DETECTION OF NITROAROMATIC EXPLOSIVES BASED ON FLUORESCENCE QUENCHING OF PHENOL RED IMMOBILIZED POLY VINYL ALCOHOL MEMBRANE","1,3,5-Trinitrobenzene (TNB);2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);Nitrotoluene (NT);",2016,"Iran"
"DESIGN AND MANUFACTURE OF TNT EXPLOSIVES DETECTOR SENSORS BASED ON CNTFET","2,4,6-Trinitrotoluene (TNT)",2016,"Iran"
"DESIGN AND MANUFACTURE OF TNT EXPLOSIVES DETECTOR SENSORS BASED ON GFET","2,4,6-Trinitrotoluene (TNT)",2018,"Iran"
"DESIGN AND SENSING PROPERTIES OF A SELF ASSEMBLED SUPRAMOLECULAR OLIGOMER","1,3,5-Trinitrobenzene (TNB);",2016,"Denmark,Spain,USA"
"DESIGN CONSIDERATIONS FOR A PORTABLE RAMAN PROBE SPECTROMETER FOR FIELD FORENSICS","",2012,NA
"DESIGN OF A DATA ACQUISITION SYSTEM FOR PASSIVE DETECTION OF BURIED EXPLOSIVES","",2017,"Turkey"
"DESIGN OF A LINEAR ACCELERATOR WITH A MAGNETIC MIRROR ON THE BEAM ENERGY OF 45 MEV","",2014,"Russia"
"DESIGN OF A PYRENE SCAFFOLD MULTIFUNCTIONAL MATERIAL REAL TIME TURN ON CHEMOSENSOR FOR NITRIC OXIDE AIEE BEHAVIOR AND DETECTION OF TNP EXPLOSIVE","Picric Acid (PA)",2018,"India"
"DESIGN OF AN EFFICIENT MEASUREMENT CELL FOR CHARACTERIZING SENSING PROPERTIES OF NANOSTRUCTURED SENSITIVE LAYERS COATED ON CHIPS","",2012,"France"
"DESIGN OF AN EXPLOSIVE DETECTION SYSTEM TO INVESTIGATE THE LUGGAGE OF AIRCRAFT PASSENGER BASED ON NEUTRON GAMMA TECHNIQUE","",2015,NA
"DESIGN OF AN EXPLOSIVE DETECTION SYSTEM USING MONTE CARLO METHOD","Cyclotrimethylene-Trinitramine (RDX);",2016,"Mexico"
"DESIGN OF AN ON LINE RAPID DETECTION SYSTEM OF THE DENSITY FOR EMULSION EXPLOSIVES","",2012,"China"
"DESIGN OF AN OPTICAL TERAHERTZ GENERATOR","",2019,NA
"DESIGN OF FLUORESCENT SENSORS BASED ON AZAHETEROCYCLIC PUSH PULL SYSTEMS TOWARDS NITROAROMATIC EXPLOSIVES AND RELATED COMPOUNDS A REVIEW","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);Picric Acid (PA);",2020,"Russia"
"DESIGN OF METAMATERIAL PHOTONIC CRYSTALS FOR EXPLOSIVES DETECTION","",2014,NA
"DESIGN OF MICROSTRUCTURED CONDUCTING POLYMER FILMS FOR ENHANCED TRACE EXPLOSIVES DETECTION","",2017,NA
"DESIGN OPTIMIZATION OF CASSEGRAIN TELESCOPE FOR REMOTE EXPLOSIVE TRACE DETECTION","",2017,"UK,Turkey"
"DESIGN SYNTHESIS AND PROPERTIES OF A REACTIVE CHROMOPHORIC FLUOROMETRIC PROBE FOR HYDROGEN PEROXIDE DETECTION","",2017,"China"
"DESORPTION AND TRANSFORMATION OF NITROAROMATIC TNT AND NITRAMINE RDX AND HMX EXPLOSIVE RESIDUES ON DETONATED PURE MINERAL PHASES","2,4,6-Trinitrotoluene (TNT);Composition B;Cyclotrimethylene-Trinitramine (RDX);Cyclotetramethylene-Tetranitramine (HMX)",2012,"USA"
"DESORPTION ATMOSPHERIC PRESSURE CHEMICAL IONIZATION A REVIEW","",2020,"USA"
"DESORPTION ELECTROSPRAY IONIZATION OF EXPLOSIVES ON SURFACES SENSITIVITY AND SELECTIVITY ENHANCEMENT BY REACTIVE DESORPTION ELECTROSPRAY IONIZATION","2,4,6-Trinitrotoluene (TNT);Composition C;Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Pentaerythritol Tetranitrate (PETN);",2005,"USA"
"DESORPTION IN MASS SPECTROMETRY","",2017,NA
"DESORPTION OF NITRAMINE AND NITROAROMATIC EXPLOSIVE RESIDUES FROM SOILS DETONATED UNDER CONTROLLED CONDITIONS","1,3,5-Trinitrobenzene (TNB);2,4,6-Trinitrotoluene (TNT);Composition B;Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);Dinitrotoluene (DNT);",2011,"USA"
"DESTRUCTION OF NITROTOLUENES IN WASTEWATER BY ELECTRO FENTON OXIDATION","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);Nitrotoluene (NT)",2009,"Taiwan"
"DESTRUCTION OF PEROXIDE EXPLOSIVES","Hexamethylene Triperoxide Diamine (HMTD);Triacetone Triperoxide (TATP);",2009,"USA"
"DETAILED CHEMICAL KINETIC MODELS FOR NANOTHERMITES COMBUSTION","",2019,"France"
"DETAILED NUMERICAL MODELING AND SIMULATION OF FE2O3 AL THERMITE REACTION","Thermite",2021,"Brazil"
"DETECTING A PEROXIDE BASED EXPLOSIVE VIA MOLECULAR GELATION","Triacetone Triperoxide (TATP);",2012,"USA"
"DETECTING CONTRABAND USING NEUTRONS CHALLENGES AND FUTURE DIRECTIONS","",2010,"South Africa,Australia"
"DETECTING EXPLOSIVE MOLECULES FROM NANOLITER SOLUTION A NEW PARADIGM OF SERS SENSING ON HYDROPHILIC PHOTONIC CRYSTAL BIOSILICA","2,4,6-Trinitrotoluene (TNT);",2017,"USA"
"DETECTING EXPLOSIVES BY PGNAA USING KNN REGRESSORS AND DECISION TREE CLASSIFIER A PROOF OF CONCEPT","Poly(Glycidyl Nitrate) (polyGLYN)",2020,"Egypt,Saudi Arabia,United Arab Emirates"
"DETECTING FORENSIC SUBSTANCES USING COMMERCIALLY AVAILABLE SERS SUBSTRATES AND HANDHELD RAMAN SPECTROMETERS","Cyclotrimethylene-Trinitramine (RDX);Picric Acid (PA);",2018,"Sweden,Denmark"
"DETECTING MICRO PARTICLES OF EXPLOSIVES AT TEN METERS USING SELECTIVE STIMULATED RAMAN SCATTERING","",2014,"USA"
"DETECTING SHIELDED EXPLOSIVES BY COUPLING PROMPT GAMMA NEUTRON ACTIVATION ANALYSIS AND DEEP NEURAL NETWORKS","Composition A;",2020,"Egypt,Australia,Saudi Arabia"
"DETECTING THE AMOUNT AND COMPOSITION OF VAPORS SENSED BY EXPLOSIVE DETECTING CANINES","",2010,NA
"DETECTING UNATTENDED PACKAGES THROUGH HUMAN ACTIVITY RECOGNITION AND OBJECT ASSOCIATION","",2007,"Australia"
"DETECTING VAPOR TRACES OF EXPLOSIVES USING A SELF ASSEMBLED MONO LAYER ON A SURFACE MODIFIED MEMS CAPACITOR AND CMOS ELECTRONICS","2,4,6-Trinitrotoluene (TNT);",2012,"Slovenia"
"DETECTING VOLATILE INDICATORS OF EXPLOSIVES WITH OLFACTORY RECEPTORS OF DROSOPHILIA FLIES","",2010,NA
"DETECTING WEAK EXPLOSIONS AT LOCAL DISTANCES BY FUSING MULTIPLE GEOPHYSICAL PHENOMENOLOGIES","",2015,NA
"DETECTION AND ANALYSIS OF CYCLOTRIMETHYLENETRINITRAMINE RDX IN ENVIRONMENTAL SAMPLES BY SURFACE ENHANCED RAMAN SPECTROSCOPY","Cyclotrimethylene-Trinitramine (RDX)",2010,"USA"
"DETECTION AND CLASSIFICATION OF LANDMINES USING MACHINE LEARNING APPLIED TO METAL DETECTOR DATA","",2021,"Lebanon"
"DETECTION AND DECONTAMINATION OF RESIDUAL ENERGETICS FROM ORDNANCE AND EXPLOSIVES SCRAP","2,4,6-Trinitrotoluene (TNT);",2004,"USA"
"DETECTION AND DISCRIMINATION OF LOW CONCENTRATION EXPLOSIVES USING MOS NANOPARTICLE SENSORS","Dinitrotoluene (DNT);Picric Acid (PA);",2009,"China"
"DETECTION AND IDENTIFICATION OF CHEMICAL WARFARE AGENTS AND EXPLOSIVES IN COMPLEX MATRICES","",2019,NA
"DETECTION AND IDENTIFICATION OF COMPOUND EXPLOSIVE USING THE SDA METHOD OF THE REFLECTED THZ SIGNAL","2,4,6-Trinitrotoluene (TNT);Cyclotetramethylene-Tetranitramine (HMX);Cyclotrimethylene-Trinitramine (RDX);",2012,"Russia,Poland"
"DETECTION AND IDENTIFICATION OF EXPLOSIVE PARTICLES IN FINGERPRINTS USING ATTENUATED TOTAL REFLECTION FOURIER TRANSFORM INFRARED SPECTROMICROSCOPY","",2009,"USA"
"DETECTION AND IDENTIFICATION OF EXPLOSIVE RDX BY THZ DIFFUSE REFLECTION SPECTROSCOPY","Cyclotrimethylene-Trinitramine (RDX)",2006,"USA"
"DETECTION AND IDENTIFICATION OF EXPLOSIVES AND ILLICIT DRUGS USING NEUTRON BASED TECHNIQUES","",2011,"Hungary"
"DETECTION AND IDENTIFICATION OF EXPLOSIVES BY SURFACE ENHANCED RAMAN SCATTERING","2,4,6-Trinitrotoluene (TNT);Cyclotrimethylene-Trinitramine (RDX);Dinitrotoluene (DNT);Hexamethylene Triperoxide Diamine (HMTD);Pentaerythritol Tetranitrate (PETN);Triacetone Triperoxide (TATP);",2016,"Spain"
"DETECTION AND IDENTIFICATION OF EXPLOSIVES HIDDEN UNDER BARRIER MATERIALS WHAT ARE THE THZ TECHNOLOGY CHALLENGES","",2011,"Norway"
"DETECTION AND IDENTIFICATION OF THE TRACES OF EXPLOSIVES WITH USING OF ACTIVE SPECTRAL IMAGING","",2019,"Russia"
"DETECTION AND MAPPING OF TRACE EXPLOSIVES ON SURFACES UNDER AMBIENT CONDITIONS USING MULTIPHOTON ELECTRON EXTRACTION SPECTROSCOPY MEES","",2016,"China,Israel"
"DETECTION AND QUANTIFICATION OF EXPLOSIVES AND CWAS USING A HANDHELD WIDELY TUNABLE QUANTUM CASCADE LASER","",2012,"USA"
"DETECTION METHOD AND SENSOR DEVICE FOR DETECTION OF NITROAMINE EXPLOSIVES","",2011,NA
"DETECTION OF 2 4 6 TRINITROTOLUENE BY MIP COMPOSITE BASED ELECTROCHEMICAL SENSOR","2,4,6-Trinitrotoluene (TNT)",2021,"Thailand"
"DETECTION OF 2 4 6 TRINITROTOLUENE TRACES IN WATER USING FLUORESCENT CONJUGATED POLYMER BASED ON PHOTOLUMINESCENCE AND RAMAN SPECTROSCOPY","2,4,6-Trinitrotoluene (TNT)",2021,"India"
"DETECTION OF 2 4 DINITROTOLUENE DNT AS A MODEL SYSTEM FOR NITROAROMATIC COMPOUNDS VIA MOLECULARLY IMPRINTED SHORT ALKYL CHAIN SAMS","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT)",2011,"USA,Philippines"
"DETECTION OF 3 NITRO 1 2 4 TRIAZOL 3 ONE NTO BY SURFACE ENHANCED RAMAN SPECTROSCOPY","3-Nitro-1,2,4-Triazol-5-One (NTO);Nitroglycerin (NG);Nitrotoluene (NT)",2012,"USA"
"DETECTION OF ADSORBED EXPLOSIVE MOLECULES USING THERMAL RESPONSE OF SUSPENDED MICROFABRICATED BRIDGES","",2008,"USA,Denmark"
"DETECTION OF AMMONIUM NITRATE VARIANTS BY CANINE A STUDY OF GENERALIZATION BETWEEN LIKE SUBSTANCES",";Ammonium Nitrate (AN)",2018,NA
"DETECTION OF BOTTLED EXPLOSIVES BY NEAR INFRARED","",2013,"Japan"
"DETECTION OF BURIED EXPLOSIVES WITH IMMOBILIZED BACTERIAL BIOREPORTERS","2,4-Dinitrotoluene (DNT);2,4,6-Trinitrotoluene (TNT);Dinitrotoluene (DNT);",2021,"Israel"
"DETECTION OF CHEMICAL EXPLOSIVES USING MULTIPLE PHOTON SIGNATURES","",2010,"USA"
"DETECTION OF CHEMICAL WARFARE CW AGENTS AND THE OTHER HAZARDOUS SUBSTANCES BY USING FAST 14 MEV NEUTRONS","",2020,"Croatia,Norway"
"DETECTION OF CONCEALED EXPLOSIVES AN ILLICIT DRUGS USING PHOTONUCLEAR TECHNIQUE","",2012,NA
"DETECTION OF CONCEALED EXPLOSIVES AND DRUGS BY THERMAL ANALYSIS AND THERMAL PROFILES OF SAMPLES WITH MICROSENSORS","",2004,NA
"DETECTION OF CONCEALED EXPLOSIVES AND ILLICIT DRUGS USING PHOTONUCLEAR TECHNIQUE","",2012,NA
"DETECTION OF CONTACT TRACES OF POWDERY SUBSTANCES","",2017,"Poland"
"DETECTION OF EXPLOSIVE ANALYTES USING A DENDRIMER BASED FIELD EFFECT TRANSISTOR","Nitrotoluene (NT);",2013,"Australia"
"DETECTION OF EXPLOSIVE ATMOSPHERES USING THE SOFTWARE ATMOSXP V2 0 DETECCIÛN DE ATMOSFERAS EXPLOSIVAS USANDO EL SOFTWARE ATMOSXP V2 0","",2014,"Colombia"
"DETECTION OF EXPLOSIVE COMPOUNDS USING PHOTOSYSTEM II BASED BIOSENSOR","2,4,6-Trinitrotoluene (TNT);Picric Acid (PA);",2011,"Canada,India"
"DETECTION OF EXPLOSIVE HAZARDS USING SPECTRUM FEATURES FROM FORWARD LOOKING GROUND PENETRATING RADAR IMAGERY","",2011,"USA"
"DETECTION OF EXPLOSIVE MARKERS USING ZEOLITE MODIFIED GAS SENSORS","Nitromethane (NM);",2013,"UK"
