"","AIKeywords"
"2622","THERMAL CONDUCTIVITY"
"2623","ARC"
"2624","EXPLOSIVES SCREENING"
"2625","KOENEN"
"2626","TIME/PRESSURE"
"2627","TRANSPORT CLASSIFICATION"
"2628","UN GAP"
"2629","ADDUCT ION"
"2630","EGG"
"2631","ELECTROSPRAY IONIZATION (ESI)"
"2632","LIQUID CHROMATOGRAPHY (LC)"
"2633","MASS SPECTROMETRY (MS)"
"2634","FORENSIC-RELATED, EA-IRMS, DI-IRMS, GC-IRMS IN FORENSIC GEOCHEMISTRY"
"2635","FORENSICS, FORENSIC APPLICATIONS OF IRMS"
"2636","GC-IRMS, SEPARATION OF COMPLEX ORGANIC MIXTURES ON CAPILLARY GC"
"2637","IRMS IN SCIENTIFIC FIELDS, FORENSIC SCIENCE, A RECENT ENTRY"
"2638","IRMS, PRECISE MEASUREMENTS IN NATURAL ISOTOPIC ABUNDANCE"
"2639","CARBON ISOTOPE RATIO"
"2640","EVIDENCE EVALUATION"
"2641","NITROGEN ISOTOPE RATIO"
"2642","SOIL ANALYSIS"
"2643","TRACE LEVELS DETERMINATION"
"2644","VOLTAMMETRY"
"2645","COCAINE"
"2646","PENTAERYTHROL TETRANITRATE (PETN)"
"2647","PSILOCYBIN/PSILOCIN"
"2648","SWEAT ANALYSIS"
"2649","EXPLOSIVE RELATED COMPOUNDS (ERC)"
"2650","PARTICLE SIZES"
"2651","CONFIRMATORY TESTS"
"2652","FALSE POSITIVES"
"2653","ANALYTICAL DETECTION LIMIT"
"2654","COUNTER-TERRORISM"
"2655","DETECTION OF EXPLOSIVES"
"2656","ULTRASENSITIVE-QUANTITATIVE CHEMICAL ANALYSIS"
"2657","ELECTROCHROMATOGRAPHY"
"2658","ELECTROOSMOSIS"
"2659","ELECTROPHORESIS"
"2660","MICRO TOTAL ANALYSIS SYSTEM"
"2661","SEPARATION TECHNIQUES"
"2662","FLOW-INJECTION ANALYSIS"
"2663","ENVIRONMENTAL POLLUTANTS"
"2664","MICROCHIP CAPILLARY ELECTROKINETIC CHROMATOGRAPHY"
"2665","ORMOSIL"
"2666","DETECTION OF EXPLOSIVE VAPOURS"
"2667","LOW-COST SENSORS"
"2668","MOLECULARLY IMPRINTED POLYMERS (MIP)"
"2669","POLYMERISATION INITIATED BY ULTRAVIOLET LIGHT (UV)"
"2670","QUARTZ CRYSTAL MICROBALANCE (QCM)"
"2671","SUSPENSION POLYMERISATION"
"2672","2,4-DNT"
"2673","CARBOWAX"
"2674","NITRO-AROMATICS"
"2675","LAYER-BY-LAYER ASSEMBLED"
"2676","NACS"
"2677","{MSU/PDDA}N FILMS"
"2678","DETECTION TAGGANTS"
"2679","SOLID PHASE MICROEXTRACTION-ION MOBILITY SPECTROMETRY (SPME-IMS)"
"2680","POLYMER PARTICLES"
"2681","STANDARDS"
"2682","ANTI-CONTAMINATION"
"2683","TRACE"
"2684","LA(DIHED)"
"2685","METAL ?-DIKETONATE POLYMER"
"2686","SELECTIVE EXPLOSIVES ANALYSIS"
"2687","SELECTIVE SPME"
"2688","TAGGANT"
"2689","DMDNB TAGGANT"
"2690","SELECTIVE SORBENT"
"2691","CHEMICAL PRECONCENTRATOR"
"2692","GAS CHROMATOGRAPH"
"2693","ION-MOBILITY SPECTROMETER"
"2694","MICROANALYTICAL DETECTION"
"2695","MICROELECTROMECHANICAL SYSTEMS (MEMS)"
"2696","LC/MS"
"2697","LC/UV"
"2698","SPE"
"2699","LIQUID CHROMATOGRAPHY/MASS SPECTROMETRY"
"2700","POSTEXPLOSION"
"2701","RECOVERY"
"2702","EGDN"
"2703","EXPLOSIVE SORPTION"
"2704","EXPLOSIVE VAPOR"
"2705","HAIR"
"2706","EXPEDIENT FIELD DISPOSAL"
"2707","RESIDUES"
"2708","CRREL METHOD"
"2709","MEISENHEIMER ANION"
"2710","SPECTROPHOTOMETRY"
"2711","STRONGLY BASIC ANIONIC RESIN"
"2712","TNT DETERMINATION"
"2713","HEXAMETHYLENE TRIPEROXIDE DIAMINE"
"2714","PRUSSIAN-BLUE"
"2715","SCREEN-PRINTED ELECTRODES"
"2716","SECURITY SCREENING"
"2717","VAPOR SENSOR"
"2718","DETECTOR"
"2719","HOT-WIRE DEPOSITION"
"2720","MEMS"
"2721","MICROCANTILEVER"
"2722","PEROXIDE"
"2723","SAMS"
"2724","SELF ASSEMBLY"
"2725","PHOTO-FENTON"
"2726","SOLARBOX"
"2727","RELATIVE PERFORMANCE"
"2728","DIFFERENTIAL THERMAL ANALYSIS"
"2729","FERROUS IONS"
"2730","GOETHITE"
"2731","IEDS"
"2732","PEROXIDES"
"2733","ELECTROCHEMICAL DETECTION"
"2734","ON-LINE DETECTION"
"2735","CHRONOAMPEROMETY"
"2736","ASPIRATION ION MOBILITY SPECTROMETRY"
"2737","SEMICONDUCTOR SENSOR"
"2738","DENDRIMERS"
"2739","QUARTZ MICROBALANCE"
"2740","SUPRAMOLECULAR CHEMISTRY"
"2741","CROWN ETHERS"
"2742","POST EXPLOSION RESIDUES"
"2743","PYROTECHNIC COMPOSITIONS"
"2744","BACKGROUND CLUTTER"
"2745","RDXFV"
"2746","TRACE RESIDUE"
"2747","SDS"
"2748","AMMUNITION"
"2749","ENVIRONMENTAL CONTAMINATION"
"2750","MILITARY CONTAMINATED SITES"
"2751","PHOTO-ASSISTED ELECTROCHEMICAL DETECTION"
"2752","PHOTOCHEMICAL REACTION SYSTEMS"
"2753","PHOTOLYSIS"
"2754","POST-COLUMN"
"2755","EXPLOSIVES. TNT"
"2756","INORGANIC EXPLOSIVE RESIDUES"
"2757","NON-SUPPRESSED ION CHROMATOGRAPHY"
"2758","PHTHALIC ACID"
"2759","SIMULTANEOUSLY"
"2760","ANIONS"
"2761","CATIONS"
"2762","HOMEMADE INORGANIC EXPLOSIVES"
"2763","ION CHROMATOGRAPHY-MASS SPECTROMETRY"
"2764","POSTBLAST RESIDUES"
"2765","INDUSTRIAL"
"2766","2,3-DIMETHYL-2,3-DINITROBUTANE (DMNB)"
"2767","CALIXARENE"
"2768","FIREARMS"
"2769","GUN SHOT RESIDUE (GSR)"
"2770","ORGANIC GUN SHOT RESIDUE (OGSR)"
"2771","SOLID PHASE MICRO-EXTRACTION (SPME)"
"2772","GAS-CHROMATOGRAPHIC CAPILLARY COLUMN COATING TECHNIQUES"
"2773","LANTHANIDE(DIHED) POLYMERS"
"2774","METAL ?-DIKETONATE POLYMERS"
"2775","SELECTIVE EXPLOSIVES PRECONCENTRATION"
"2776","SELECTIVE EXPLOSIVES RETENTION"
"2777","SELECTIVE EXPLOSIVES SEPARATIONS"
"2778","DEGRADATION PRODUCTS"
"2779","HPLC-ESI-MS-MS"
"2780","2-NITRO-M-XYLENE"
"2781","ELECTRON ATTACHMENT"
"2782","EXCIMER LIGHT SOURCE"
"2783","SECURITY-RELEVANT SUBSTANCES"
"2784","SINGLE PHOTON IONIZATION"
"2785","DYNAMIC COLLISION-INDUCED DISSOCIATION (DCID)"
"2786","MUSK KETONE"
"2787","NITRO AROMATIC COMPOUND"
"2788","NITROTOLUENE"
"2789","PARTIAL CROSS SECTION"
"2790","CHEMICAL WARFARE SIMULANTS"
"2791","PHOTOIONIZATION"
"2792","TRACE SPECIES DETECTION"
"2793","APPEARANCE ENERGY"
"2794","BESSY"
"2795","CHEMICAL WARFARE AGENTS"
"2796","CWA PRECURSORS"
"2797","IONIZATION POTENTIAL"
"2798","NARCOTICS"
"2799","PHOTO IONIZATION EFFICIENCY PLOT"
"2800","SINGLE PHOTON IONIZATION TIME OF FLIGHT MASS SPECTROMETRY"
"2801","SPI-TOFMS"
"2802","SYNCHROTRON RADIATION"
"2803","DIELECTRIC BARRIER DISCHARGE IONIZATION (DBDI)"
"2804","DIRECT DESORPTION AND IONIZATION"
"2805","ION SOURCE"
"2806","NEGATIVE ION MODE"
"2807","QUANTITATION"
"2808","TIME-OF-FLIGHT MASS SPECTROMETRY"
"2809","GAS CHROMATOGRAPHY-ELECTRON-CAPTURE NEGATIVE IONISATION MASS SPECTROMETRY"
"2810","NITROBENZENES"
"2811","DIRECT INJECTION"
"2812","HPLC-MS/MS"
"2813","SURFACE WATER QUALITY"
"2814","TNT METABOLITES"
"2815","FEMTOSECOND LASER"
"2816","NEGATIVE ION"
"2817","RESONANCE"
"2818","ISOTOPE RATIO"
"2819","EXPLOSIVES SYNTHESIS"
"2820","FRACTIONATION"
"2821","ISOTOPE"
"2822","PRECURSOR/PRODUCT RELATIONSHIP"
"2823","CARBON ISOTOPES"
"2824","HYDROGEN ISOTOPES"
"2825","NITROGEN ISOTOPES"
"2826","OXYGEN ISOTOPES"
"2827","GROUNDWATER"
"2828","CARBON ISOTOPE FRACTIONATION"
"2829","NATURAL ATTENUATION"
"2830","TRANSFORMATION"
"2831","TRITIUM-HELIUM GROUNDWATER DATING"
"2832","ISOTOPIC METHOD"
"2833","NANODIAMOND"
"2834","IRMS"
"2835","INTER-LABORATORY COMPARISON"
"2836","NIR LASER"
"2837","THRESHOLD"
"2838","UV LASER"
"2839","BERTHELOT REACTION"
"2840","ROYAL DEMOLITION EXPLOSIVE (RDX) ASSAY"
"2841","KINETIC MODEL"
"2842","LASER PLASMA"
"2843","LASER-INDUCED BREAKDOWN SPECTROSCOPY"
"2844","EXPLOSIVE FORMULATIONS"
"2845","STANDOFF INFRARED DETECTION"
"2846","STANDOFF RAMAN DETECTION"
"2847","DICYCLOHEXYLAMINE"
"2848","FIELD SPECTROPHOTOMETRY"
"2849","POLYNITRO-EXPLOSIVES"
"2850","TETRYL"
"2851","PPE/TIO2 COMPOSITES"
"2852","ABSORPTION CHARACTERISTICS"
"2853","BBO CRYSTAL"
"2854","ND:YAG LASER"
"2855","PHASE MATCHING"
"2856","RDX AND TNT EXPLOSIVES"
"2857","SUM FREQUENCY MIXING"
"2858","TUNABLE DYE LASER"
"2859","EXPLOSIVES RESIDUE"
"2860","METALLOLE POLYMERS"
"2861","TNG"
"2862","TURN-ON FLUORESCENCE SENSORS"
"2863","CAVITY RING DOWN LASER SPECTROSCOPY"
"2864","PHOTO-FRAGMENTATION CROSS-SECTION"
"2865","SPECTRAL DEPENDENCE"
"2866","TNT VAPOR"
"2867","FILM"
"2868","NANOFIBER"
"2869","NITRO-BASED EXPLOSIVES"
"2870","PHOTOFRAGMENTATION"
"2871","AROMATIC AMINES"
"2872","DERIVATIVE SPECTROSCOPY"
"2873","EXPLOSIVE COMPOUNDS"
"2874","NITRO AROMATICS"
"2875","SYNCHRONOUS LUMINESCENCE"
"2876","TAGGING AGENTS"
"2877","REHM-WELLER QUENCHING THEORY"
"2878","STERN-VOLMER CONSTANT"
"2879","ARRAY SENSING"
"2880","LINEAR DISCRIMINANT ANALYSIS"
"2881","MICELLES"
"2882","NITRATED EXPLOSIVES"
"2883","SAMPLE CATCHERS"
"2884","AMINES"
"2885","ASSOCIATION CONSTANTS (KDA)"
"2886","CT COMPLEXES"
"2887","DMSO"
"2888","VERTICAL ELECTRON AFFINITY"
"2889","ATTENUATED TOTAL REFLECTANCE"
"2890","IDENTIFICATION OF EXPLOSIVES"
"2891","NONDESTRUCTIVE"
"2892","ARCHAEOLOGY"
"2893","ART"
"2894","GEOLOGY"
"2895","INSTRUMENTATION"
"2896","LASER"
"2897","WAVELENGTH DISPERSION"
"2898","GATED RAMAN"
"2899","STANDOFF IDENTIFICATION"
"2900","TEXTILES"
"2901","TWO-DIMENSIONAL SPECTRA"
"2902","QUANTITATIVE DETERMINATION"
"2903","TG"
"2904","WATER IN OIL (W/O) EMULSION"
"2905","IN-FIELD MEASUREMENT"
"2906","ORGANIC"
"2907","OPTICAL SENSORS"
"2908","CHEMOMETRIC ANALYSIS"
"2909","DOUBLE-PULSE LIBS"
"2910","BIOLOGICAL WARFARE AGENTS"
"2911","LINEAR CORRELATION"
"2912","DOUBLE PULSE"
"2913","LASER-INDUCED BREAKDOWN SPECTROSCOPY (LIBS)"
"2914","PRINCIPAL COMPONENTS ANALYSIS"
"2915","ROC CURVES"
"2916","FIBER AMPLIFIER"
"2917","MICROCHIP LASER"
"2918","NEUTRON ACTIVATION"
"2919","DETECTION OF ILLICIT MATERIAL"
"2920","ELEMENTAL ANALYSIS"
"2921","GAMMA SPECTRA"
"2922","PROMPT GAMMA RAY NEUTRON ACTIVATION ANALYSIS (PGNAA)"
"2923","HIGH PURITY GERMANIUM"
"2924","HPGE"
"2925","NEUTRON GENERATOR"
"2926","SCANNER"
"2927","ELECTRONIC NEUTRON GENERATOR"
"2928","PGNAA"
"2929","DETECTION OF CONTRABAND AND DRUGS"
"2930","DETECTOR MODELLING AND SIMULATIONS I (INTERACTION OF RADIATION WITH MATTER, INTERACTION OF PHOTONS WITH MATTER, INTERACTION OF ADRONS WITH MATTER, ETC)"
"2931","INSPECTION WITH EUTRONS"
"2932","OPTICAL DETECTOR READOUT CONCEPTS"
"2933","DIGITAL"
"2934","SCINTILLATION DETECTORS"
"2935","TIME OF FLIGHT"
"2936","TIME PICK-OFF METHODS"
"2937","AM-BE NEUTRON SOURCE"
"2938","BF3 DETECTOR"
"2939","LANDMINE"
"2940","NEUTRON BACKSCATTERING"
"2941","SOIL MOISTURE"
"2942","LYSO SCINTILLATOR"
"2943","TAGGED NEUTRON TECHNOLOGY"
"2944","MILLIMETER WAVE IMAGING"
"2945","SUBMILLIMETER WAVES"
"2946","SPECTROSCOPIC IMAGING"
"2947","STANDOFF SENSING"
"2948","DENSITY FUNCTIONAL THEORY (DFT)"
"2949","DIFFUSE REFLECTION"
"2950","FAR-INFRARED"
"2951","KOHONEN MAPS"
"2952","SYNTHETIC APERTURE"
"2953","BIOMEDICAL"
"2954","REFLECTION"
"2955","MULTI-SPECTRAL"
"2956","SCATTERING"
"2957","MULTIPULSE SEQUENCES"
"2958","NQR"
"2959","SPIN LOCK"
"2960","MAXIMUM-LIKELIHOOD DETECTION"
"2961","MULTIDIMENSIONAL SIGNAL PROCESSING"
"2962","RADIO FREQUENCY SPECTROSCOPY"
"2963","DETECTION AND ESTIMATION"
"2964","POLYMORPH QUANTIFICATION"
"2965","GAMMA-RAY SPECTROSCOPY"
"2966","HPGE DETECTOR"
"2967","NUCLEAR MATERIALS DETECTION"
"2968","PHOTONUCLEAR"
"2969","TIME-DEPENDENT SIGNATURES"
"2970","EFFECTIVE Z"
"2971","NUCLEAR RESONANCE FLUORESCENCE"
"2972","SPECIAL NUCLEAR MATERIALS"
"2973","WEAPONS OF MASS DESTRUCTION"
"2974","ACTIVE TARGET"
"2975","DIRECT REACTIONS"
"2976","EXOTIC NUCLEI"
"2977","RADIOACTIVE BEAM"
"2978","CONTRABAND CONTAINER INSPECTIONS"
"2979","TAGGED NEUTRONS"
"2980","THE ASSOCIATED ALPHA PARTICLE TECHNIQUE"
"2981","ANNIHILATION RADIATION"
"2982","BACKSCATTER"
"2983","HIGH EXPLOSIVE (HE)"
"2984","NANO-DIAMONDS"
"2985","PRODUCTS OF DETONATION"
"2986","SMALL-ANGLE X-RAY SCATTERING"
"2987","BORON NEUTRON-CAPTURE THERAPY"
"2988","GAMMA RESONANCE ABSORPTION"
"2989","VACUUM INSULATION TANDEM ACCELERATOR"
"2990","NEUTRON SOURCES"
"2991","PFNTS"
"2992","RF INDUCTION ION SOURCE"
"2993","TRITIUM"
"2994","ACTIVE INTERROGATION"
"2995","DUAL-ENERGY RADIOGRAPHY"
"2996","NEUTRON SCATTERING"
"2997","NUCLEAR RESONANCE"
"2998","X-RAY RADIOGRAPHY"
"2999","ASSOCIATED PARTICLE TECHNIQUE"
"3000","EURITRACK"
"3001","FAST-NEUTRON INSPECTION"
"3002","NEUTRON MODERATION"
"3003","PHOTON ATTENUATION"
"3004","DIRTY BOMB"
"3005","TIME-OF-FLIGHT MEASUREMENT"
"3006","CARGO"
"3007","FAST NEUTRON RADIOGRAPHY"
"3008","LUGGAGE"
"3009","ASSOCIATED-PARTICLE TECHNIQUE"
"3010","ALPHA-PARTICLE DETECTORS"
"3011","SEALED-TUBE NEUTRON GENERATOR"
"3012","NEUTRON ACTIVATION ANALYSIS"
"3013","CONTROL WITH X-RAYS"
"3014","LUGGAGE CONTROL"
"3015","SEARCH OF IED"
"3016","SEARCH WITH X-RAYS"
"3017","GEOMETRY OPTIMIZATION"
"3018","HEAT OF FORMATION"
"3019","NITROESTERS"
"3020","ANTI-TERRORISM STRATEGY"
"3021","DESTINATION MANAGEMENT ORGANIZATIONS"
"3022","ADXRD"
"3023","ANGULAR DISPERSIVE"
"3024","AIR CARGO"
"3025","CONTRABAND"
"3026","DUAL-BEAM RADIOGRAPHY"
"3027","GAMMA-RAY RADIOGRAPHY"
"3028","CAPACITIVE-TRANSIMPEDANCE AMPLIFIER"
"3029","CTIA"
"3030","MINIATURE IMS"
"3031","MICRODROP PRINTING"
"3032","ODOR SIGNATURES"
"3033","SPME-IMS"
"3034","DISTRIBUTED PLASMA IONIZATION SOURCE (DPIS)"
"3035","PLANAR GEOMETRY"
"3036","VOLATILE CHEMICAL MARKERS"
"3037","ION MOBILITY SPECTROMETER"
"3038","NITROGLYCERINE"
"3039","GENETIC ALGORITHM"
"3040","SOLID PHASE"
"3041","ION MOBILITY SPECTROSCOPY (IMS)"
"3042","MICRO-HOTPLATE"
"3043","MICROHEATER"
"3044","PRECONCENTRATOR"
"3045","VAPOR PRECONCENTRATOR"
"3046","ASPIRATION CONDENSER"
"3047","EIGEN-FEATURES"
"3048","HMM"
"3049","HUMAN ACTIVITY RECOGNITION"
"3050","SVM"
"3051","UNATTENDED PACKAGE"
"3052","LUMINESCENT"
"3053","SILAFLUORENE"
"3054","PHOTONIC SENSORS"
"3055","SECURITY APPLICATIONS"
"3056","ALLAN VARIANCE"
"3057","EXPLOSIVES AND CW SENSING"
"3058","RECIPROCAL FREQUENCY COUNTING"
"3059","SAW CHEMICAL SENSORS"
"3060","SAW OSCILLATOR"
"3061","SENSOR STABILITY"
"3062","CURCUMIN"
"3063","HYDRAZINE"
"3064","MODIFIED ELECTRODE"
"3065","MULTI-WALL CARBON NANOTUBES"
"3066","CORE-SHELL STRUCTURES"
"3067","ELECTROCHEMICAL REDUCTION"
"3068","TIN-CARBON ELECTRODES"
"3069","ALKANETHIOL SELF-ASSEMBLED MONOLAYERS"
"3070","AU NANOPARTICLE"
"3071","IMMUNOSENSOR"
"3072","LOCALIZED SURFACE PLASMON RESONANCE (LSPR)"
"3073","MONOCLONAL ANTI-TNT ANTIBODY"
"3074","SPR"
"3075","FLAME ATOMIC ABSORPTION SPECTROMETRY"
"3076","IDENTIFICATION PARTICLES"
"3077","MICROWAVE DIGESTION"
"3078","QSAR"
"3079","SIRMS"
"3080","TOXICITY IN VIVO"
"3081","{SBA/PSS}N/PDDA"
"3082","AB INITIO"
"3083","CARBON PERNITRIDE"
"3084","CN4"
"3085","CYANOGEN AZIDE"
"3086","DFT TREATMENT"
"3087","NITROAROMATIC COMPOUND"
"3088","OLIGOPYRENE"
"3089","ELECTROCHEMICAL IMMUNOASSAY"
"3090","FUNCTIONALIZED SILICA NANOPARTICLE"
"3091","MAGNETIC BEAD"
"3092","POLY(GUANINE)"
"3093","EXPLOSIVE MOLECULES"
"3094","MICROCANTILEVERS"
"3095","RECEPTOR-FREE SENSING"
"3096","SURFACE REDUCTION"
"3097","CONTACTLESS CONDUCTIVITY DETECTION"
"3098","DNBF"
"3099","HBPT"
"3100","TAGN"
"3101","TRACE LEVEL DETERMINATION"
"3102","CALORIMETRY"
"3103","MICRO-HEATER"
"3104","FLUORESCENT MATERIAL"
"3105","INELASTIC SCATTERING"
"3106","NEUTRON CAPTURE"
"3107","PHOTON"
"3108","FLUORESCENT CHEMOSENSOR"
"3109","SILICA NANOPARTICLE"
"3110","CONDUCTING POLYMERS"
"3111","HYBRID SENSORS"
"3112","NANOWIRES"
"3113","ALLOSTERISM"
"3114","CHEMOSEN"
"3115","COOPERATIVE EFFECTS"
"3116","SORS"
"3117","TETRATHIAFULVALENES"
"3118","FIBRE-OPTIC SENSING"
"3119","FLUORESCENT POLYMERS"
"3120","NITROAROMATICS DETECTION"
"3121","INTERFEROMETRY"
"3122","WAVEGUIDE"
"3123","BATCH-RECIRCULATION REACTOR"
"3124","PHOTOCATALYTIC REACTION"
"3125","TITANIUM DIOXIDE"
"3126","ELISA"
"3127","LFIA"
"3128","ARTIFICIAL NOSE"
"3129","MICROARRAY"
"3130","VAPOR SENSING"
"3131","OFF-RESONANCE"
"3132","SLSE"
"3133","SPIN-LOCK"
"3134","HAPTEN HETEROLOGY"
"3135","OLIGO (ETHYLENE GLYCOL)"
"3136","SELF-ASSEMBLED MONOLAYER"
"3137","SURFACE PLASMON RESONANCE SENSOR"
"3138","AGEING"
"3139","FLUORESCENE"
"3140","PHENYLENEETYNYLENE"
"3141","XPS"
"3142","CALIX[4]PYRROLES"
"3143","CHARGE TRANSFER (CT)"
"3144","COLORIMETRIC CHEMOSENSORS"
"3145","NOVEL ACCELERATOR"
"3146","AMPEROMETRY"
"3147","EQCM"
"3148","IONIC LIQUIDS"
"3149","POLYPEPTIDE"
"3150","DFA"
"3151","DOPED-ZNO NANOPARTICLE"
"3152","SAW"
"3153","EXPLOSIVE."
"3154","CANTILEVERS"
"3155","GAS SENSING"
"3156","ZEOLITE FILMS"
"3157","BOND DISSOCIATION ENERGY"
"3158","DEHYDRATION"
"3159","ETHYLAMINO BUTANOL"
"3160","HYDROXY AMIDE"
"3161","N-BUTYL-N-NITRATOETHYL NITRAMINE (BUNENA)"
"3162","PROPYLAMINO PROPANOL"
"3163","MECHANICAL PROPERTY"
"3164","MOLECULAR DYNAMICS (MD)"
"3165","BLAST LOADS"
"3166","BLAST WALLS"
"3167","NEURAL NETWORKS"
"3168","PENTANITROMONOFORMYLHEXAAZAISOWURTZITANE (PNMFIW)"
"3169","GAS GENERANT"
"3170","HIGH-NITROGEN CONTENT HIGH ENERGY MATERIALS (HNC-HEMS)"
"3171","INSENSITIVE INGREDIENT"
"3172","TETRAZINE"
"3173","NITROGEN-RICH SALT"
"3174","SENSITIVITY PROPERTY"
"3175","TRINITROPHLOROGLUCINOL"
"3176","BIS(TETRAZOLYL)TRIAZENES"
"3177","CRYSTAL STRUCTURES"
"3178","DETONATION PARAMETER"
"3179","SOLID ROCKET PROPELLANTS"
"3180","ADMANTANAMINE"
"3181","THERMALLY STABLE"
"3182","TRINITROBENZENE"
"3183","POTASSIUM SALTS"
"3184","AFM"
"3185","CYCLOTRIMETHYLENE-TRINITRAMINE"
"3186","DEFECT"
"3187","ROUGHNESS"
"3188","DENSITY FUNCTIONAL THEORY METHOD"
"3189","N-NITROCOMPOUND"
"3190","NATURAL BOND ORBITAL ANALYSIS"
"3191","SPARK SENSITIVITY"
"3192","TUNNELING"
"3193","ELECTRIC SPARK SENSITIVITY"
"3194","POLYNITROHETEROARENE"
"3195","3,3?-DIAMINO-4,4?-AZOFURAZAN (DAAZF)"
"3196","TEMPERATURE PROFILES IN THE COMBUSTION WAVES"
"3197","BOND DISSOCIATION ENERGY (BDE)"
"3198","NITRO ALKYL"
"3199","POLYMORPHISM"
"3200","COEFFICIENT OF THERMAL EXPANSION"
"3201","SPECIFIC HEAT CAPACITY"
"3202","THERMAL DECOMPOSITION KINETICS"
"3203","NANO-FIBER"
"3204","PARTICLE SIZE EFFECT"
"3205","FAST MOVING THREAT"
"3206","FUZING SYSTEM"
"3207","HAZARD CRITERIA"
"3208","HIGH EXPLOSIVE SHELL"
"3209","MONTE CARLO MODELING"
"3210","NATURAL FRAGMENT"
"3211","OVERHEAD SAFETY"
"3212","QUANTITATIVE RISK ANALYSIS"
"3213","THIRD PARTY"
"3214","VULNERABILITY MODEL FOR PERSONNEL"
"3215","CREEP STRAIN"
"3216","FRACTURE BEHAVIOR"
"3217","PARTICULATE COMPOSITE"
"3218","PBXS"
"3219","ALUMINIZED FIREBALL"
"3220","ATTENUATION LENGTH"
"3221","MICROWAVE IRRADIATION"
"3222","MICROWAVE VACUUM DESICCATION"
"3223","TATB (1,3,5-TRIAMINO-2,4,6-TRINITROBENZENE)"
"3224","C80 CALORIMETRY"
"3225","MULTI-NITRO ESTER PROPELLANT"
"3226","ENERGETIC PLASTICIZER"
"3227","FLAME TEMPERATURE"
"3228","FORCE CONSTANT"
"3229","2-NITROIMINO-5-NITRO-HEXAHYDRO-1,3,5-TRIAZINE (NNHT)"
"3230","KINETIC PARAMETER"
"3231","NON-ISOTHERMAL DECOMPOSITION REACTION"
"3232","NON-ISOTHERMAL KINETICS"
"3233","ELEMENTAL COMPOSITION"
"3234","IDEAL EXPLOSIVE"
"3235","LOADING DENSITY"
"3236","NON-IDEAL EXPLOSIVE"
"3237","GUANIDINIUM-5-AMINOTETRAZOLATE"
"3238","HOMOLYTIC CLEAVAGE"
"3239","RING-OPENING MECHANISM"
"3240","TRIAMINOGUANIDINE AZIDE"
"3241","TRIAMINOGUANIDINE NITRATE"
"3242","CHNO EXPLOSIVE"
"3243","CHNOAL EXPLOSIVE"
"3244","PRINCIPAL COMPONENT ANALYSIS (PCA)"
"3245","PROMPT GAMMA-RAY NEUTRON ACTIVATION ANALYSIS (PGNAA)"
"3246","NANOSCALE ZERO-VALENT IRON POWDER"
"3247","DOUBLE-BASE GUN PROPELLANT"
"3248","NITROGLYCERIN (NG)"
"3249","NONISOTHERMAL KINETICS"
"3250","TRIETHYLENEGLYCOL DINITRATE (TEGDN)"
"3251","CRITICAL TEMPERATURE"
"3252","PYRITE"
"3253","ISODESMIC REACTIONS"
"3254","NITROESTER ENERGETIC MATERIALS"
"3255","B3LYP"
"3256","HIGH-ENERGY MATERIALS"
"3257","NITROXYCUBANES"
"3258","CIS-1,3,4,6-TETRANITROOCTAHYDROIMIDAZO-[4,5-D]IMIDAZOLE"
"3259","BINDING ENERGIES"
"3260","CYCLOTRIMETHYLENE TRINITRAMINE (RDX)"
"3261","DEGRADATION"
"3262","PHENOL"
"3263","POLYMER-BONDED EXPLOSIVE (PBX)"
"3264","MONONITROTOLUENE"
"3265","NITROBENZENE"
"3266","(B) GOAL PROGRAMMING"
"3267","(B) OR IN MILITARY"
"3268","MATERIAL SELECTION"
"3269","ORDNANCE DEVELOPMENT"
"3270","THERMODYNAMIC PROPERTY"
"3271","BAND GAP"
"3272","DENSITY OF STATES"
"3273","IGNITION CRITERION"
"3274","PBX SAFETY"
"3275","STEVEN TEST"
"3276","LIOPHILIC ADDITIVES"
"3277","HIGH ENERGY DENSITY MOLECULES"
"3278","STRUCTURE AND STABILITY"
"3279","THERMAL REACTIVITY"
"3280","OZAWA"
"3281","TG/DTA"
"3282","EXPLOSIVES STORAGE"
"3283","SEPARATION DISTANCE"
"3284","UNDERGROUND STORAGE"
"3285","NITRATOETHYLNITRAMINE"
"3286","TAUTOMER"
"3287","MULTIWALLED CARBON NANOTUBES"
"3288","NITRIC ACID OXIDIZATION"
"3289","SORPTION KINETICS"
"3290","SORPTION THERMODYNAMICS"
"3291","CONVECTIVE BURNING"
"3292","DEFLAGRATION-TO-DETONATION TRANSITION"
"3293","GAS-PENETRATIVE BURNING"
"3294","4-NITROTOLUENE"
"3295","CATIONIC SURFACTANT"
"3296","H3PO4"
"3297","MODIFIED ZSM-5"
"3298","TOLUENE"
"3299","VAPOR PHASE"
"3300","COMPUTER-AIDED DESIGN"
"3301","HEAT OF EXPLOSION"
"3302","POLYNITROIMIDAZOLE"
"3303","A. CERAMICS"
"3304","B. PLASMA DEPOSITION"
"3305","C. RAMAN SPECTROSCOPY"
"3306","D. MICROSTRUCTURE"
"3307","1,5-DIHYDRODIIMIDAZO[4,5-B:4?5?E]PYRAZINE"
"3308","1H-IMIDAZOLE"
"3309","1H-IMIDAZO[4,5-B]PYRAZINE"
