Title,Year,Source.title,Authors,Affiliations,AuthorID,Abstract,AIKeywords,Index.Keywords,EID,DOI,Country,KeywordsCorrected
NANOTHERMITES A SHORT REVIEW FACTSHEET FOR EXPERIMENTERS PRESENT AND FUTURE CHALLENGES,2019,"Propellants, Explosives, Pyrotechnics","Comet M., Martin C., Schnell F., Spitzer D.","NS3E Laboratorty ñ UMR 3208 ISL/CNRS/UNISTRA, French-German research Institute of Saint-Louis, 15 rue du GÈnÈral Cassagnou, BP 34, SAINT LOUIS CEDEX, 68301, France",7005298581;55619311959;35340074700;56213346200;,NANOTHERMITES ARE THE MOST IMPORTANT FAMILY OF ENERGETIC MATERIALS IN CONTEMPORARY PYROTECHNICS THIS ARTICLE TRACES THE MAIN RESEARCH WHICH WAS CARRIED OUT IN THIS STILL RECENT DOMAIN AND THE CHALLENGES THAT REMAIN TO BE OVERCOME THE ACADEMIC EFFORT OF PAST TWO DECADES HAS BROUGHT NANOTHERMITES FROM THE STATUS OF LABORATORY CURIOSITIES TO THE ONE OF PRE INDUSTRIAL MATERIALS DIFFERENT ASPECTS OF NANOTHERMITES ARE DISCUSSED IN ORDER TO PROVIDE VALUABLE INFORMATION TO SCIENTISTS EXPERIMENTING IN THIS DOMAIN EXPERIMENTAL DETAILS ON THE PREPARATION AND THE DISPOSAL OF NANOTHERMITES ARE REPORTED THE CURRENT RESEARCH ON NANOTHERMITES DEALS WITH I THE DEVELOPMENT OF NEW ALUMINOTHERMIC MIXTURES II THE PREPARATION OF HYBRID COMPOSITIONS BY COMBINING NANOTHERMITES WITH EXPLOSIVE NANOPOWDERS AND III THE STUDY OF REACTIVE PROPERTIES FROM AN ACADEMIC STANDPOINT THE FUTURE CHALLENGES ARE TO FIND NEW COMPOSITIONS AND EFFECTS FROM A PRACTICAL STANDPOINT THE EFFORT MUST FOCUS ON THE INTEGRATION OF NANOTHERMITES AND THEIR DERIVATIVES IN PYROTECHNIC SYSTEMS TOXICOLOGICAL CONCERNS ARE EXPECTED TO BECOME INCREASINGLY IMPORTANT OVER THE NEXT DECADE 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,aluminothermy; aluminum nanopowder; energetic materials.; explosives; Nanothermites,Aluminum metallography; Nanostructured materials; Aluminothermic; aluminothermy; Aluminum nanopowders; Future challenges; Nanothermites; Pre-industrial; Pyrotechnic systems; Reactive property; Explosives,2-s2.0-85056736434,10.1002/prep.201800095,France,ALUMINOTHERMY ALUMINUM NANOPOWDER ENERGETIC MATERIAL EXPLOSIVE NANOTHERMITES
NEW INSIGHTS ON THE COMPATIBILITY OF NITROCELLULOSE WITH ANILINE BASED COMPOUNDS,2019,"Propellants, Explosives, Pyrotechnics","Trache D., Tarchoun A.F., Chelouche S., Khimeche K.","UER Procédés Energétiques, Ecole Militaire Polytechnique, BP 17, Bordj El-Bahri, Algiers, 16046, Algeria",55008987800;57195423540;57202815717;12799558100;,IN THIS PAPER THE COMPATIBILITY OF NITROCELLULOSE NC WITH SOME ANILINE BASED STABILIZERS WAS STUDIED IN ORDER TO DETECT ANY INTERACTION BETWEEN THESE MATERIALS BOTH THERMAL TECHNIQUES DIFFERENTIAL SCANNING CALORIMETRY DSC AND VACUUM STABILITY TEST VST AND SUPPLEMENTARY NON THERMAL TECHNIQUES FOURIER TRANSFORM INFRARED SPECTROSCOPY FTIR X RAY DIFFRACTION XRD AND DENSIMETRY WERE USED THE THERMAL AND NON THERMAL MEASUREMENTS SHOWED THAT NC WAS HIGHLY COMPATIBLE WITH N 2 METHOXYETHYL P NITROANILINE MENA AND DIPHENYLAMINE DPA WHILE A DEGREE OF INCOMPATIBILITY IS INDICATED FOR N 2 ACETOXYMETHYL P NITROANILINE ANA THE COMPATIBILITY OF THE DIFFERENT MIXTURES WAS FURTHER PROBED BY THE KINETIC INVESTIGATION AND THE ACTIVATION ENERGY AND THE PRE EXPONENTIAL FACTORS WERE COMPUTED A DETAILED DISCUSSION AND COMPARISON OF THE COMPATIBILITY RESULTS FROM ALL THE METHODS ARE MADE 2019 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,characterization; compatibility; kinetics; nitrate ester; stabilizer,Activation energy; Aniline; Differential scanning calorimetry; Enzyme kinetics; Nitrocellulose; Stabilizers (agents); compatibility; Densimetry; Kinetic investigations; Nitrate esters; P-nitroaniline; Preexponential factor; Thermal techniques; Vacuum stability tests; Fourier transform infrared spectroscopy,2-s2.0-85068772405,10.1002/prep.201800269,Algeria,CHARACTERIZATION COMPATIBILITY KINETICS NITROESTER STABILIZER
NITRATE SALT BASED MELT CAST MATERIALS,2018,"Propellants, Explosives, Pyrotechnics","Leonard P.W., Chavez D.E., Bowden P.R., Francois E.G.","Explosive Science and Shock Physics, Los Alamos National Laboratory, Los Alamos, NM  87545, USA",7103410852;7007028861;40261059000;35725407100;,THREE NEW LOW MELTING COMPOSITIONS HAVE BEEN DEVELOPED BASED ON THE INGREDIENTS AMINO 1 2 4 TRIAZOLIUM NITRATE 3 5 DIAMINO 1 2 4 TRIAZOLIUM NITRATE AND AMMONIUM NITRATE TO CREATE THE FORMULATION AAD IN ADDITION TO MIXTURES COMPRISING GUANIDINIUM 5 AMINO TETRAZOLATE AND AMMONIUM NITRATE IN EITHER A 1 3 OR 1 6 MOLE RATIO GAN13 AND GAN16 RESPECTIVELY THE MATERIALS MELT IN THE RANGE OF 95 100 C AND DO NOT BEGIN TO DECOMPOSE UNTIL 195 C THE FORMULATIONS ARE INSENSITIVE TO IMPACT SPARK AND FRICTION AND WERE CALCULATED TO SHOW PROMISING EXPLOSIVE PERFORMANCE PROPERTIES VD 8 78 9 0 KM S PCJ 28 4 30 6 GPA HMX MIXTURES OF AAD GAN13 AND GAN16 WERE ALSO PREPARED AND THESE MATERIALS WERE CHARACTERIZED WITH RESPECT TO THEIR SAFETY AND PERFORMANCE AS WELL 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,ammonium nitrate; Energetic Material; Ionic liquid; melt cast; Tetrazole,Explosives; Ionic liquids; Mixtures; 5-amino-tetrazolate; Ammonium nitrate; Explosive performance; Guanidinium; Low-melting compositions; Melt-cast; Nitrate salts; Tetrazoles; Nitrates,2-s2.0-85040743651,10.1002/prep.201700183,USA,AMMONIUM NITRATE AN ENERGETIC MATERIAL IONIC LIQUID MELT CAST TETRAZOLE
NITRATED CROSS LINKED CYCLODEXTRIN BINDERS EXHIBITING LOW GLASS TRANSITION TEMPERATURES,2018,"Propellants, Explosives, Pyrotechnics","Luppi F., Cavaye H., Dossi E.","Centre for Defence Chemistry, Cranfield University, Defence Academy of UK, Shrivenham, SN6 8LA, UK",57203883537;35145290600;6507365532;,POLYMERIC BINDERS SUCH AS Β CYCLODEXTRINS ΒCDS ARE USED TO BIND WITH OTHER CONSTITUENTS OF ENERGETIC FORMULATIONS AND TO PREVENT ACCIDENTAL IGNITION ONE OF THE ADVANTAGES OF ΒCDS IS THE ABILITY TO TUNE THEIR PROPERTIES BY CHEMICAL MODIFICATION HERE WE SYNTHESISED NITRATED CROSS LINKED ΒCDS ΒNCXCDS TO PRODUCE NEW BINDERS FOR ENERGETIC FORMULATIONS THE CROSS LINKING OF ΒCD WITH NON TOXIC TRIETHYLENE GLYCOL DIGLYCIDYL ETHER TEGDGE X T AND POLY ETHYLENE GLYCOL DIGLYCIDYL ETHERS PEGDGE X P YIELDED SOFT WATER SOLUBLE OLIGOMERIC COMPOUNDS ΒCXCDS WHICH CAN IMPROVE THE PROCESSABILITY OF ENERGETIC FORMULATIONS AND CONTRIBUTE TO THEIR DESENSITISATION WHEN THE PEGDGE CROSS LINKER WAS USED LOWER GLASS TRANSITION TEMPERATURES WERE ACHIEVED WHICH EXTENDED THE OPERATIVE RANGE OF THE ΒCPCD BINDER TO 20 C THE ANALOGOUS NITRATED SYSTEMS ΒNCXCDS WERE THEREFORE SYNTHESISED USING A 1 1 V V RATIO OF 98 SULFURIC ACID 100 NITRIC ACID OR 100 FUMING NITRIC ACID INCREASING THEIR SOLUBILITY IN ACETONE AND TETRAHYDROFURAN THE NITRATED DERIVATIVES WERE CHARACTERISED BY DECOMPOSITION TEMPERATURES 200 C AND ENERGIES UP TO 1750 J G 1 COMPARABLE TO NITROCELLULOSE MOREOVER THE GLASS TRANSITION OF THE INERT ΒCXCDS AT LOW TEMPERATURES 0 C WAS CONSERVED IN THE CORRESPONDING NITRATED ΒNCXCDS ENSURING THE DESENSITISATION OF ENERGETIC COMPOSITIONS EVEN AT LOW TEMPERATURES THIS IS THE FIRST TIME THAT NITRATED DERIVATIVES OF ΒCD WITH GLASS TRANSITION TEMPERATURES BELOW 0 C HAVE BEEN REPORTED SUGGESTING SUCH DERIVATIVES COULD MAKE SUITABLE REPLACEMENTS FOR NITROCELLULOSE AND OTHER BINDERS IN ENERGETIC FORMULATIONS 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,cross-linked ?-cyclodextrin; diglycidyl ethers; energetic binder; low Tg,Acetone; Binders; Chemical modification; Crosslinking; Cyclodextrins; Ethers; Glass; Nitric acid; Nitrocellulose; Polyethylene glycols; Temperature; Decomposition temperature; Diglycidyl ether; Energetic binder; Energetic composition; Energetic formulations; Fuming nitric acids; low Tg; Triethylene glycol; Glass transition,2-s2.0-85053414856,10.1002/prep.201800137,UK,CROSS LINKED CYCLODEXTRIN DIGLYCIDYL ETHERS ENERGETIC BINDER LOW TG
NUMERICAL SIMULATION FOR THE COMBUSTION OF A ZIRCONIUM POTASSIUM PERCHLORATE EXPLOSIVE INSIDE A CLOSED VESSEL,2017,"Propellants, Explosives, Pyrotechnics","Han D.-H., Sung H.-G., Ryu B.-T.","School of Aerospace and Mechanical Engineering, Korea Aerospace University, Deogyang-gu, Goyang-si, Gyeonggi, 10540, Korea South, Agency for Defense Development, Yuseong-gu, Daejeon, 34186, Korea South",56457110100;36890074900;13405778000;,THE COMBUSTION OF ZIRCONIUM POTASSIUM PERCHLORATE ZPP IN A CLOSED VESSEL IS MODELLED AND VALIDATED THROUGH A NUMERICAL SIMULATION BECAUSE THE EXTREMELY HIGH PRESSURE OSCILLATION OCCURS IN LESS THAN A MILLISECOND AN IN HOUSE COMPUTATIONAL FLUID DYNAMICS CFD CODE IS USED TO OBSERVE THE DETAILED FLOW STRUCTURES AND DETERMINE THE ADEQUATE BURNING CHARACTERISTICS INCLUDING THE BURNING RATE A HYBRID RANS LES SCHEME WITH A 5TH ORDER UPWIND WEIGHTED ESSENTIALLY NON OSCILLATORY WENO IS IMPLEMENTED TO CAPTURE COMPLEX STRONG SHOCK WAVES IN HIGHLY TURBULENT COMBUSTION A TWO WAY COUPLED EULERIAN LAGRANGIAN SCHEME TRACKS THE COMBUSTING ZPP GRANULES REASONABLY WELL MONODISPERSE AND ROSIN RAMMLER ASSUMPTIONS ARE APPLIED TO THE ZPP GRANULE DISTRIBUTION THE MONODISPERSE ASSUMPTION REVEALS THAT THE DIAMETER OF THE ZPP 17 ΜM ACHIEVES MARGINAL AGREEMENT WITH THE MEASUREMENTS HOWEVER THE ROSIN RAMMLER DISTRIBUTION IMPROVES THE TRANSIENT AND DYNAMIC COMBUSTION CHARACTERISTICS IN THAT THE SMALL GRANULES CONTRIBUTE TO A FASTER BURNING RATE AND STRONGER SHOCK WAVES THESE RESULTS ARE MORE ANALOGOUS TO THE CLOSED VESSEL TESTS USED AS VALIDATION DATA 2017 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,Closed vessel test; Reactive two-phase flow; Zirconium potassium perchlorate (ZPP),Combustion; Granulation; Inorganic compounds; Numerical models; Oscillating flow; Potassium; Shock waves; Burning characteristics; Closed vessel tests; Combustion characteristics; Computational Fluid Dynamics codes; Essentially non-oscillatory; Potassium perchlorate; Reactive two-phase flows; Turbulent combustion; Computational fluid dynamics,2-s2.0-85025104759,10.1002/prep.201700068,Korea South,CLOSED VESSEL TEST REACTIVE TWO PHASE FLOW ZIRCONIUM POTASSIUM PERCHLORATE ZPP 
NUMERICAL SIMULATION OF DETONATION AND BRISANCE PERFORMANCE OF ALUMINIZED HMX USING DENSITY ADAPTIVE SPH,2021,"Propellants, Explosives, Pyrotechnics","Chen J.-Y., Feng D.-L., Wang G.-Y., Gao F., Peng C.","School of Mechanical Engineering, Nanjing University of Science and Technology, 200 Xiaolingwei Street, Xuanwu District, Nanjing, 210094, China, Institute of Fluid Mechanics and Environmental Physics in Civil Engineering, Leibniz University Hannover, Appelstraße 9 A, Hannover, 30167, Germany, Institut für Geotechnik, Universität für Bodenkultur, Feistmantelstrasse 4, Vienna, 1180, Austria",57196459703;55830818200;55777572900;57169278800;56446152300;,THE PREDICTION OF THE BRISANCE PERFORMANCE OF THE ALUMINIZED EXPLOSIVE DETONATION WHICH INVOLVES COMPLICATED MULTIPHASE AND MULTIPHYSICS FLOW IS A DIFFICULT PROBLEM TO TACKLE IN THIS PAPER THE DETONATION AND BRISANCE PERFORMANCE OF ALUMINIZED HMX EXPLOSIVES IS INVESTIGATED USING THE DENSITY ADAPTIVE SMOOTHED PARTICLE HYDRODYNAMICS METHODOLOGY THE IGNITION AND GROWTH MODEL WAS INCORPORATED IN SMOOTHED PARTICLE HYDRODYNAMICS TO CALCULATE THE PRESSURE GENERATED BY THE DETONATION OF ALUMINIZED EXPLOSIVE AND THE AFTER BURNING COMBUSTION MODEL WAS USED TO OBTAIN THE RELEASED ENERGY CAUSED BY THE COMBUSTION OF ALUMINIUM PARTICLES THE ELASTIC PERFECTLY PLASTIC MODEL AND TILLOTSON EQUATION OF STATE WERE EMPLOYED TO PREDICT THE DYNAMIC BEHAVIOR OF METAL MATERIAL IN ADDITION THE DENSITY ADAPTIVE METHOD IS EMPLOYED TO DEAL WITH THE MULTIPHASE INTERFACE WITH A LARGE DENSITY RATIO FIRSTLY THE EQUATIONS OF STATE AND CONSTITUTIVE MODELS ARE VERIFIED BY TWO BENCHMARK CASES NAMELY THREE DIMENSIONAL DETONATION OF PBX 9501 EXPLOSIVE AND THREE DIMENSIONAL ALUMINIUM ALUMINIUM HIGH VELOCITY IMPACT SUBSEQUENTLY THE DETONATION VELOCITY AND PEAK PRESSURE OF ALUMINIZED HMX WITH DIFFERENT MASS FRACTIONS OF ALUMINIUM POWDER ARE INVESTIGATED IN THE END THE INTERACTION BETWEEN THE STEEL CONFINER AND THE DETONATION OF ALUMINIZED EXPLOSIVE IS CONDUCTED IN ORDER TO STUDY THE BRISANCE PERFORMANCE OF ALUMINIZED EXPLOSIVE THE NUMERICAL RESULTS OBTAINED FROM SMOOTHED PARTICLE HYDRODYNAMICS ARE IN GOOD AGREEMENT WITH THE EXPERIMENTAL DATA WHICH SHOWS THAT THE DETONATION AND THE BALLISTIC PERFORMANCE OF THE CONDENSED EXPLOSIVE CAN BE CAPTURED BY DENSITY ADAPTIVE SMOOTHED PARTICLE HYDRODYNAMICS VERY WELL 2021 WILEY VCH GMBH,after-burning model; aluminized explosive; ignition and growth model; smoothed particle hydrodynamics,Aluminum; Detonation; Equations of state; Ignition; Adaptive smoothed particle hydrodynamics; After-burning model; Afterburning; Aluminized explosives; Equation-of-state; Growth models; Ignition model; Multiphases; Performance; Smoothed particle hydrodynamics; Hydrodynamics,2-s2.0-85118941782,10.1002/prep.202100214,"China,Germany,Austria",AFTER BURNING MODEL ALUMINIZED EXPLOSIVE IGNITION AND GROWTH MODEL SMOOTHED PARTICLE HYDRODYNAMICS
ON THE POSSIBILITY OF AUTOXIDATION OF TEX A DFT STUDY,2015,"Propellants, Explosives, Pyrotechnics","Turker L., Varis S.","Department of Chemistry, Middle East Technical University, Ankara, 06800, Turkey",7102141517;15123541400;,TEX IS AN EXPLOSIVE WITH INTERESTING ISOWURTZITANE CAGE STRUCTURE IT EXHIBITS SUCCESSFUL EXPLOSION PERFORMANCE AND GOOD SENSITIVITY HEREIN THE TENDENCY OF TEX TO FORM HYDROPEROXIDE STRUCTURE UNDER STORAGE CONDITIONS WAS EXAMINED BY DENSITY FUNCTIONAL TREATMENT ADDITIONALLY THE POSSIBLE DECOMPOSITION PRODUCTS OF THE HYDROPEROXIDES WERE INVESTIGATED MOREOVER THE DETONATION PERFORMANCE VALUES FOR TEX ITSELF AND TWO ISOMERIC HYDROPEROXIDE DERIVATIVES WERE CALCULATED DETONATION PRODUCTS AND EXPLOSIVE POWER INDEX VALUES WERE INVESTIGATED AND THE EFFECT OF O2 MOLECULE ON SENSITIVITY AND DETONATION PROPERTIES WAS STUDIED 2015 WILEY VCH VERLAG GMBH CO KGAA ,Autoxidation; Density functional calculations; Detonations; Explosives; Hydroperoxidation; Decomposition; TEX,Density functional theory; Explosives; Oxidation; Autoxidation; Decomposition products; Density functionals; Detonation performance; Detonation product; Detonation properties; Hydroperoxidation; TEX; Detonation,2-s2.0-84924083071,10.1002/prep.201400114,Turkey,AUTOXIDATION DENSITY FUNCTIONAL THEORY DFT DETONATION EXPLOSIVE HYDROPEROXIDATION DECOMPOSITION 4 10 DINITRO 2 6 8 12 TETRAOXA 4 10 DIAZAWURTZITANE TEX 
ON THE QUESTION OF THE ENERGETIC PERFORMANCE OF TKX 50,2021,"Propellants, Explosives, Pyrotechnics","Sinditskii V.P., Serushkin V.V., Kolesov V.I.","Chemical Engineering Department, Mendeleev University of Chemical Technology, 9 Miusskaya Sq, Moscow, Russia",6602546202;6506177482;7101843957;,AN ANALYSIS OF THE EXPERIMENTAL DATA AVAILABLE TO DATE SHOWS THAT THE EXPLOSIVE TKX 50 HAS REALLY HIGH EXPLOSIVE PERFORMANCE CHARACTERISTICS ALTHOUGH NOT AS OUTSTANDING AS CLAIMED PREVIOUSLY DUE TO THE OVERESTIMATION OF THE ENTHALPY OF FORMATION THE OBTAINED EXPERIMENTAL DATA ON THE DEPENDENCE OF THE DETONATION VELOCITY ON THE DENSITY OF TKX 50 SAMPLES AGREE WITH THE RESULTS OF CALCULATIONS IN WHICH THE EXPERIMENTALLY DETERMINED ENTHALPY OF FORMATION 194 1 KJ MOL 1 IS USED THE ENERGETIC PERFORMANCE OF TKX 50 SURPASSES THE PARAMETERS OF NITRAMINES RDX HMX AND EVEN CL 20 DETERMINED AT THE SAME DENSITIES HOWEVER THE CALCULATED DETONATION VELOCITY OF TKX 50 AT THEORETICAL MAXIMUM DENSITY IS 9287 M S 1 WHICH IS SLIGHTLY LOWER THAN THE DETONATION VELOCITY OF CL 20 AT MAXIMUM DENSITY IT IS WORTH NOTING THAT THE DETONATION VELOCITY OF THE TKX 50 AT THE EXPERIMENTALLY ATTAINABLE DENSITY 1 8 G CM 3 IS 9037 M S 1 CALCULATIONS USING THE EXPERIMENTALLY DETERMINED ENTHALPY OF FORMATION SHOW THAT HIGH ENERGY COMPOSITE PROPELLANT FORMULATIONS CONTAINING TKX 50 ARE INFERIOR IN A SPECIFIC IMPULSE TO COMPOSITIONS BASED ON CL 20 AND HMX 2021 WILEY VCH GMBH,"detonation velocity; dihydroxylammonium 5,5′-bistetrazole-1,1′-diolate (TKX-50); energetic performance; enthalpy of formation",Composite propellants; Detonation; Enthalpy; Detonation velocity; Enthalpy of formation; High explosives; Maximum density; Nitramines; Specific impulse; Theoretical maximum densities; Velocity,2-s2.0-85112237374,10.1002/prep.202100173,Russia,DETONATION VELOCITY DIHYDROXYLAMMONIUM 5 5 BISTETRAZOLE 1 1 DIOLATE TKX 50 ENERGETIC PERFORMANCE ENTHALPY OF FORMATION
OPTICAL MEASUREMENT OF PEAK AIR SHOCK PRESSURES FOLLOWING EXPLOSIONS,2014,"Propellants, Explosives, Pyrotechnics","McNesby K.L., Biss M.M., Benjamin R.A., Thompson R.A.","US Army Research Laboratory, Aberdeen Proving Ground, MD 21005-5066, USA",55934523900;23990368200;55246142000;56100216800;,HIGH SPEED VIDEO AND STREAK CAMERA IMAGING ARE USED TO MEASURE PEAK PRESSURES FOR EXPLOSIONS OF SPHERICAL CHARGES OF THE HIGH EXPLOSIVE C 4 92 TRIMETHYLENETRINITRAMINE C3H6N6O6 THE TECHNIQUE MEASURES THE VELOCITY OF THE AIR SHOCK PRODUCED BY THE DETONATION OF THE EXPLOSIVE CHARGES CONVERTS THIS VELOCITY TO A MACH NUMBER AND USES THE MACH NUMBER TO DETERMINE A PEAK SHOCK PRESSURE PEAK PRESSURE MEASUREMENTS ARE REPORTED FROM A FEW MILLIMETERS TO APPROXIMATELY ONE METER FROM THE CHARGE SURFACE OPTICAL PEAK PRESSURE MEASUREMENTS ARE COMPARED TO PEAK PRESSURES MEASURED USING PIEZOELECTRIC PRESSURE TRANSDUCERS AND TO PEAK PRESSURE MEASUREMENTS ESTIMATED USING THE BLAST COMPUTER CODE CONWEP A DISCUSSION OF ACCURACY OF PEAK PRESSURES DETERMINED OPTICALLY IS PROVIDED COPYRIGHT 2014 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM ,Explosions; Near field; Optical measurement; Shock pressure,Charge surfaces; Explosive charges; High-speed video; Near fields; Optical measurement; Piezoelectric pressure; Shock pressure; Technique measures; Aerodynamics; Air; Explosions; Mach number; Optical data processing; Optical variables measurement; Pressure measurement; Explosives,2-s2.0-84897619134,10.1002/prep.201300023,USA,EXPLOSION NEAR FIELD OPTICAL MEASUREMENT SHOCK PRESSURE
OPTIMISED ACCELERATED SOLVENT EXTRACTION OF HEXAHYDRO 1 3 5 TRINITRO 1 3 5 TRIAZINE RDX FROM POLYMER BONDED EXPLOSIVES,2018,"Propellants, Explosives, Pyrotechnics","Temple T., Goodwin C., Ladyman M.K., Mai N., Coulon F.","Cranfield University, Centre for Defence Chemistry, Defence Academy of the UK, Shrivenham, SN6 7LA, UK, Cranfield University, School of Water, Energy and Environment, Cranfield, MK43 0AL, UK",56180873000;57204318468;57192157837;57192154121;55887153000;,AN ACCELERATED SOLVENT EXTRACTION ASE METHOD WAS DEVELOPED AND OPTIMISED TO EXTRACT HEXAHYDRO 1 3 5 TRINITRO 1 3 5 TRIAZINE RDX FROM A POLYURETHANE MATRIX THE ASE METHOD DEVELOPMENT WAS BENCHMARKED AGAINST SOXHLET EXTRACTION WITH A VIEW TO IMPROVING EXTRACTION EFFICIENCY IN TERMS OF TIME AND SOLVENT VOLUME KEY PARAMETERS FOR THE ASE METHOD DEVELOPMENT INVOLVED SELECTING THE MOST APPROPRIATE SOLVENT OPTIMISING STATIC TIME ENSURING A SAFE OVEN TEMPERATURE FOR EXPLOSIVES DETERMINATION OF A SUFFICIENT NUMBER OF RINSE CYCLES AND EFFECTIVE SAMPLE PREPARATION TO ACHIEVE OPTIMAL EXTRACTION CUTTING THE PBX SAMPLES TO MAXIMISE SOLVENT EXPOSURE WAS ESSENTIAL THE USE OF ACETONE WITH A STATIC TIME OF 10 MINUTES AT 100 C WITH THREE RINSE CYCLES ACHIEVED 97 10 EXTRACTION OF RDX FROM PBX IN 40 MINUTES USING 72 ML SOLVENT EXTRACTION TIME WAS REDUCED FROM 48 HOURS AND SOLVENT USE BY HALF COMPARED TO THE STANDARD SOXHLET EXTRACTION TO VALIDATE THE DEVELOPED ASE METHOD TWO OTHER PBX SAMPLES CONTAINING DIFFERENT QUANTITIES OF EXPLOSIVE WERE ALSO FULLY EXTRACTED USING THE SAME PARAMETERS OVERALL ASE EFFICIENCY WAS COMPARABLE TO SOXHLET WHICH PLACES THE ASE AS A GOOD ALTERNATIVE AND SHOWS POTENTIAL FOR IMPLEMENTATION AS A STANDARD METHOD FOR OTHER POLYMER BASED EXPLOSIVES 2018 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,ASE method; PBX; pressurised solvent extraction; RDX; Soxhlet extraction,"Acetone; Efficiency; Explosives; Private telephone exchanges; Solid propellants; Solvents; Accelerated solvent extraction; ASE method; Extraction efficiencies; Hexahydro-1 ,3 ,5-trinitro-1 ,3 ,5 triazines; Hexahydro-1 ,3 ,5-trinitro-1 ,3 ,5-triazine; Polymer bonded explosives; Polyurethane matrix; Soxhlet extraction; Solvent extraction",2-s2.0-85055186964,10.1002/prep.201800185,UK,ASE METHOD POLYMER BONDED EXPLOSIVE PBX PRESSURISED SOLVENT EXTRACTION CYCLOTRIMETHYLENE TRINITRAMINE RDX SOXHLET EXTRACTION
OPTIMIZATION OF THE PROCESS PARAMETERS FOR THE SYNTHESIS OF HIGH PURITY 4 6 DINITROBENZOFUROXAN 4 6 DNBF,2020,"Propellants, Explosives, Pyrotechnics","Li J.-S., Chen F.-J., Yang H.-W., Lu K.-T.","Department of Chemical and Materials Engineering, Chung Cheng Institute of Technology, National Defense University, Taoyuan, 33551, Taiwan, Master Program of Chemical Engineering, Chung Cheng Institute of Technology, National Defense University, Taoyuan, 33551, Taiwan, System Manufacturing Center, National Chung Shan Institute of Science and Technology, New Taipei, 23742, Taiwan",36707952200;57216186439;57216182370;7402892955;,4 6 DINITROBENZOFUROXAN 4 6 DNBF IS EXPLOSIVE AND CAN ALSO BE USED AS AN IMPORTANT INTERMEDIATE IN THE SYNTHESIS OF OTHER EXPLOSIVES IT CAN BE PREPARED BY NITRATING BENZOFUROXAN BF WITH MIXED NITRIC SULFURIC ACID HOWEVER LITTLE IS KNOWN ABOUT ITS OPTIMAL SYNTHESIS PARAMETERS IN THE PREPARATION PROCESS IN THIS STUDY TAGUCHI S EXPERIMENTAL DESIGN METHOD WAS USED TO IMPROVE THE YIELD OF 4 6 DNBF A L9 34 ORTHOGONAL ARRAY WITH FOUR CONTROL FACTORS AND THREE LEVELS OF EACH CONTROL FACTOR WAS USED TO DESIGN NINE EXPERIMENTAL CONDITIONS THE EXPERIMENTAL DATA WERE TRANSFORMED INTO A SIGNAL TO NOISE S N RATIO TO ANALYZE AND EVALUATE THE EXPERIMENTAL CONDITIONS OF THE OPTIMAL PARAMETER COMBINATION FOR THE MAXIMUM YIELD OF 4 6 DNBF THE VERIFICATION RESULTS INDICATED THAT THE OPTIMAL SYNTHESIS PARAMETERS WERE AS FOLLOWS NITRATION TEMPERATURE WAS 40 C MASS RATIO OF BF TO H2SO4 WAS 1 15 VOLUME RATIO OF HNO3 TO H2SO4 WAS 1 2 0 AND REACTION TIME WAS 4 HOURS AND THEN THE MAXIMUM CRUDE YIELD AND THE MAXIMUM YIELD AFTER PURIFICATION COULD REACH 73 2 AND 49 0 RESPECTIVELY FURTHERMORE THE SYNTHESIZED 4 6 DNBF WAS IDENTIFIED BY SCANNING ELECTRON MICROSCOPY SEM NUCLEAR MAGNETIC RESONANCE SPECTROMETER NMR FOURIER TRANSFORM INFRARED SPECTROMETER FTIR ELEMENTAL ANALYZER EA ULTRAVIOLET VISIBLE SPECTROMETER UV VIS AND THERMOGRAVIMETRY DIFFERENTIAL SCANNING CALORIMETRY TG DSC AND ITS SENSITIVITY WAS DETERMINED USING BAM FALLHAMMER BAM FRICTION TESTER AND ELECTROSTATIC SPARK SENSITIVITY TESTER 2020 WILEY VCH VERLAG GMBH CO KGAA WEINHEIM,"4,6-DNBF; Maximum yield; Optimal synthesis parameters; Taguchi design method","Design; Differential scanning calorimetry; Explosives; Fourier transform infrared spectroscopy; Magnetic resonance spectrometers; Nitration; Scanning electron microscopy; Signal to noise ratio; Thermogravimetric analysis; 4,6-DNBF; Experimental design method; Fourier transform infrared spectrometer; Maximum yield; Optimal parameter combinations; Optimal synthesis; Signal to noise (S/N) ratios; Taguchi design; Nuclear magnetic resonance",2-s2.0-85082765092,10.1002/prep.201900413,Taiwan,4 6 DINITROBENZOFUROXAN DNBF MAXIMUM YIELD OPTIMAL SYNTHESIS PARAMETERS TAGUCHI DESIGN METHOD
