"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Bushuyev O.S.; Peterson G.R.; Brown P.; Maiti A.; Gee R.H.; Weeks B.L.; Hope-Weeks L.J.","Bushuyev, Oleksandr S. (53163303000); Peterson, Geneva R. (15761035300); Brown, Preston (26533957100); Maiti, Amitesh (56270060800); Gee, Richard H. (7006737608); Weeks, Brandon L. (7005023958); Hope-Weeks, Louisa J. (35518176900)","53163303000; 15761035300; 26533957100; 56270060800; 7006737608; 7005023958; 35518176900","Metal-organic frameworks (MOFs) as safer, structurally reinforced energetics","2013","Chemistry - A European Journal","19","5","","1706","1711","5","154","10.1002/chem.201203610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872710522&doi=10.1002%2fchem.201203610&partnerID=40&md5=3bca454b8b514528bdfdc21444fc400e","Article","Final","","Scopus","2-s2.0-84872710522"
"Ahn J.Y.; Kim J.H.; Kim J.M.; Lee D.W.; Park J.K.; Lee D.; Kim S.H.","Ahn, Ji Young (56643638000); Kim, Ji Hoon (57207436755); Kim, Jong Man (55926606500); Lee, Deug Woo (7406663599); Park, Jong Kweon (35070157400); Lee, Donggeun (12799931900); Kim, Soo Hyung (23091127000)","56643638000; 57207436755; 55926606500; 7406663599; 35070157400; 12799931900; 23091127000","Combustion characteristics of high-energy Al/CuO composite powders: The role of oxidizer structure and pellet density","2013","Powder Technology","241","","","67","73","6","33","10.1016/j.powtec.2013.03.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875765993&doi=10.1016%2fj.powtec.2013.03.017&partnerID=40&md5=0f6ba97d8f23e82e4add09cd4a650014","Article","Final","","Scopus","2-s2.0-84875765993"
"Wang X.-J.; Lu Z.-Y.; Shang F.-Q.; Wang X.; Qin L.; He D.; Yao H.-T.; Yang W.-L.; Zhao H.; Yang C.-Y.; Ran J.-P.","Wang, Xiao-Jun (56503399800); Lu, Zhi-Yan (55286300500); Shang, Feng-Qin (55286666800); Wang, Xia (56503256000); Qin, Liang (55286218900); He, Dan (57657527900); Yao, Hai-Tao (55622930500); Yang, Wen-Li (55622935300); Zhao, Hui (55622312200); Yang, Cai-Yun (55622948000); Ran, Jun-Peng (55622769700)","56503399800; 55286300500; 55286666800; 56503256000; 55286218900; 57657527900; 55622930500; 55622935300; 55622312200; 55622948000; 55622769700","Review on development explosive of 3-nitro-1, 2, 4-triazol-5-one","2013","Xiandai Huagong/Modern Chemical Industry","33","2","","38","42","4","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874983660&partnerID=40&md5=c57f2747f7ebb4d7666ef4d61e00d83d","Article","Final","","Scopus","2-s2.0-84874983660"
"Stacy S.C.; Pantoya M.L.","Stacy, Shawn C. (37031966300); Pantoya, Michelle L. (6603057402)","37031966300; 6603057402","Laser ignition of nano-composite energetic loose powders","2013","Propellants, Explosives, Pyrotechnics","38","3","","441","447","6","15","10.1002/prep.201200157","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878940860&doi=10.1002%2fprep.201200157&partnerID=40&md5=643ee00eaf751a54d857f24dcb79184c","Article","Final","","Scopus","2-s2.0-84878940860"
"Boneberg F.; Kirchner A.; Klapötke T.M.; Piercey D.G.; Poller M.J.; Stierstorfer J.","Boneberg, Franziska (57492685400); Kirchner, Angie (57191876708); Klapötke, Thomas M. (7102225410); Piercey, Davin G. (16231187300); Poller, Maximilian J. (14026065400); Stierstorfer, Jörg (22956620000)","57492685400; 57191876708; 7102225410; 16231187300; 14026065400; 22956620000","A study of cyanotetrazole oxides and derivatives thereof","2013","Chemistry - An Asian Journal","8","1","","148","159","11","59","10.1002/asia.201200903","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871566867&doi=10.1002%2fasia.201200903&partnerID=40&md5=8ddb00db69837007d331f4cb80cf5c71","Article","Final","","Scopus","2-s2.0-84871566867"
"Dippold A.A.; Klapötke T.M.","Dippold, Alexander A. (42961099200); Klapötke, Thomas M. (7102225410)","42961099200; 7102225410","Nitrogen-rich bis-1,2,4-triazoles - A comparative study of structural and energetic properties","2012","Chemistry - A European Journal","18","52","","16742","16753","11","185","10.1002/chem.201202483","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872977356&doi=10.1002%2fchem.201202483&partnerID=40&md5=3ade0b94de0274fdc1d959c2cc803f2f","Article","Final","","Scopus","2-s2.0-84872977356"
"Fehlhammer W.P.; Beck W.","Fehlhammer, Wolf Peter (6701422857); Beck, Wolfgang (35568600500)","6701422857; 35568600500","Azide chemistry - An inorganic perspective, part i metal azides: Overview, general trends and recent developments","2013","Zeitschrift fur Anorganische und Allgemeine Chemie","639","7","","1053","1082","29","67","10.1002/zaac.201300162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878943577&doi=10.1002%2fzaac.201300162&partnerID=40&md5=d6dcf87b0793136451ddf4864aa8d169","Review","Final","","Scopus","2-s2.0-84878943577"
"Hu R.-Z.; Ma H.-X.; Yan B.; Zhang H.; Han L.; Gao H.-X.; Zhao F.-Q.; Yao E.-G.; Zhao H.-A.","Hu, Rong-Zu (7202640676); Ma, Hai-Xia (7403096304); Yan, Biao (35312967800); Zhang, Hai (55685609300); Han, Lu (57020516200); Gao, Hong-Xu (34770736900); Zhao, Feng-Qi (36041628300); Yao, Er-Gang (41262823300); Zhao, Hong-An (7404778857)","7202640676; 7403096304; 35312967800; 55685609300; 57020516200; 34770736900; 36041628300; 41262823300; 7404778857","A method of computing/determining the arrhenius/non-arrhenius kinetic parameters of the exothermic decomposition reaction of energetic materials from data of DSC curves at different heating rate","2013","Hanneng Cailiao/Chinese Journal of Energetic Materials","21","2","","180","193","13","5","10.3969/j.issn.1006-9941.2013.02.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878759347&doi=10.3969%2fj.issn.1006-9941.2013.02.006&partnerID=40&md5=fb1c9555830ecf1c75d5369cc7ae6890","Article","Final","","Scopus","2-s2.0-84878759347"
"Dubroca T.; Moyant K.; Hummel R.E.","Dubroca, Thierry (6503861017); Moyant, Kyle (55544989100); Hummel, Rolf E. (7101862330)","6503861017; 55544989100; 7101862330","Ultra-violet and visible absorption characterization of explosives by differential reflectometry","2013","Spectrochimica Acta - Part A: Molecular and Biomolecular Spectroscopy","105","","","149","155","6","10","10.1016/j.saa.2012.11.090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871852481&doi=10.1016%2fj.saa.2012.11.090&partnerID=40&md5=e3f4fb8aa5ae8323424293d951758854","Article","Final","","Scopus","2-s2.0-84871852481"
"Dong L.-L.; He L.; Liu H.-Y.; Tao G.-H.; Nie F.-D.; Huang M.; Hu C.-W.","Dong, Lin-Lin (35110331900); He, Ling (57196025883); Liu, Hang-Yu (58438899200); Tao, Guo-Hong (8902725000); Nie, Fu-De (7003754833); Huang, Ming (55568050500); Hu, Chang-Wei (34971246900)","35110331900; 57196025883; 58438899200; 8902725000; 7003754833; 55568050500; 34971246900","Nitrogen-rich energetic ionic liquids based on the N,N-Bis(1H-tetrazol-5- yl)amine anion - Syntheses, structures, and properties","2013","European Journal of Inorganic Chemistry","","28","","5009","5019","10","33","10.1002/ejic.201300631","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884871667&doi=10.1002%2fejic.201300631&partnerID=40&md5=d2a5c7b59ee6db90d7e946af033c4b63","Article","Final","","Scopus","2-s2.0-84884871667"
"Sabatini J.J.; Raab J.M.; Hann R.K., Jr.; Freeman C.T.","Sabatini, Jesse J. (37073345700); Raab, James M. (55257203200); Hann, Ronald K. (55256049400); Freeman, Cathleen T. (37098634200)","37073345700; 55257203200; 55256049400; 37098634200","Brighter- and longer-burning barium-free illuminants for military and civilian pyrotechnics","2013","Zeitschrift fur Anorganische und Allgemeine Chemie","639","1","","25","30","5","15","10.1002/zaac.201200460","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872363145&doi=10.1002%2fzaac.201200460&partnerID=40&md5=9e5a8c25170c4776abfc123b29d0e1ec","Article","Final","","Scopus","2-s2.0-84872363145"
"Peterson J.R.; Wight C.A.; Berzins M.","Peterson, Joseph R. (26531935700); Wight, Charles A. (7005489865); Berzins, Martin (7003314472)","26531935700; 7005489865; 7003314472","Applying high-performance computing to petascale explosive simulations","2013","Procedia Computer Science","18","","","2259","2268","9","3","10.1016/j.procs.2013.05.397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896990254&doi=10.1016%2fj.procs.2013.05.397&partnerID=40&md5=ae84f7858a79a4f645903fa0ad15a20c","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-84896990254"
"Ascherl L.; Evangelisti C.; Klapötke T.M.; Krumm B.; Nafe J.; Nieder A.; Rest S.; Schütz C.; Suceska M.; Trunk M.","Ascherl, Laura (55750236400); Evangelisti, Camilla (36093952900); Klapötke, Thomas M. (7102225410); Krumm, Burkhard (7004858232); Nafe, Julia (55750390300); Nieder, Anian (35275700700); Rest, Sebastian (54795805900); Schütz, Christian (59054049800); Suceska, Muhamed (6602707254); Trunk, Matthias (59040242400)","55750236400; 36093952900; 7102225410; 7004858232; 55750390300; 35275700700; 54795805900; 59054049800; 6602707254; 59040242400","Chemistry and structures of hexakis(halogenomethyl)-, hexakis(azidomethyl)- , and hexakis(nitratomethyl)disiloxanes","2013","Chemistry - A European Journal","19","28","","9198","9210","12","2","10.1002/chem.201300226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879884407&doi=10.1002%2fchem.201300226&partnerID=40&md5=04cf61c7ccc2796592c1c4ceb523feee","Article","Final","","Scopus","2-s2.0-84879884407"
"Qi C.; Li S.-H.; Li Y.-C.; Wang Y.; Zhao X.-X.; Pang S.-P.","Qi, Cai (36085266300); Li, Sheng-Hua (55741020100); Li, Yu-Chuan (55927820300); Wang, Yuan (55971559600); Zhao, Xiu-Xiu (57209163754); Pang, Si-Ping (7402528750)","36085266300; 55741020100; 55927820300; 55971559600; 57209163754; 7402528750","Synthesis and promising properties of a new family of high-nitrogen compounds: Polyazido- and polyamino-substituted N,N′-Azo-1,2,4-triazoles","2012","Chemistry - A European Journal","18","51","","16562","16570","8","92","10.1002/chem.201202428","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870882911&doi=10.1002%2fchem.201202428&partnerID=40&md5=00b2996bd5807a46d3edaf779231a451","Article","Final","","Scopus","2-s2.0-84870882911"
"Dippold A.A.; Klapötke T.M.","Dippold, Alexander A. (42961099200); Klapötke, Thomas M. (7102225410)","42961099200; 7102225410","Synthesis and characterization of 5-(1,2,4-Triazol-3-yl)tetrazoles with various energetic functionalities","2013","Chemistry - An Asian Journal","8","7","","1463","1471","8","83","10.1002/asia.201300063","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878209323&doi=10.1002%2fasia.201300063&partnerID=40&md5=c26216be982eb2c8631cd8244d09f8ac","Article","Final","","Scopus","2-s2.0-84878209323"
"Naud D.L.; Hiskey M.A.; Chavez D.E.","Naud, Darren L. (6507737466); Hiskey, Michael A. (6602174387); Chavez, David E. (7007028861)","6507737466; 6602174387; 7007028861","Perchlorate-free pyrotechnic formulations utilizing energetic chlorine donors: 1-CDN, 11-CDN, 13-CDN","2013","Zeitschrift fur Anorganische und Allgemeine Chemie","639","5","","702","706","4","7","10.1002/zaac.201300019","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876494812&doi=10.1002%2fzaac.201300019&partnerID=40&md5=3f798d43592299123da87275f8c2d81d","Article","Final","","Scopus","2-s2.0-84876494812"
"Fischer D.; Klapötke T.M.; Piercey D.G.; Stierstorfer J.","Fischer, Dennis (55086662100); Klapötke, Thomas M. (7102225410); Piercey, Davin G. (16231187300); Stierstorfer, Jörg (22956620000)","55086662100; 7102225410; 16231187300; 22956620000","Synthesis of 5-aminotetrazole-1 N-oxide and its azo derivative: A key step in the development of new energetic materials","2013","Chemistry - A European Journal","19","14","","4602","4613","11","200","10.1002/chem.201203493","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875281414&doi=10.1002%2fchem.201203493&partnerID=40&md5=2b0c5129f8b43d5cd7d9d5967101ef89","Article","Final","","Scopus","2-s2.0-84875281414"
"Xiao H.-M.; Zhu W.-H.; Xiao J.-J.; Wang G.-X.; Liu D.-M.","Xiao, He-Ming (7401565360); Zhu, Wei-Hua (55261536100); Xiao, Ji-Jun (7402564337); Wang, Gui-Xiang (9736190800); Liu, Dong-Mei (57199026481)","7401565360; 55261536100; 7402564337; 9736190800; 57199026481","""quantum explosive chemistry"" and its continuation-comment on ""prefaces"" and ""forewords"" of several academic works","2013","Hanneng Cailiao/Chinese Journal of Energetic Materials","21","2","","152","156","4","0","10.3969/j.issn.1006-9941.2013.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878759458&doi=10.3969%2fj.issn.1006-9941.2013.02.002&partnerID=40&md5=014e0d23df49b2213967a8eff2b32b5e","Article","Final","","Scopus","2-s2.0-84878759458"
"Lukin A.N.","Lukin, Alexander N. (57202698144)","57202698144","Self-organizing of the micro-structures in the reactionary zones of the energetic materials and excitation of the phenomenon of waves of negative erosion","2013","Fuel Processing Technology","107","","","155","165","10","2","10.1016/j.fuproc.2012.08.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865226465&doi=10.1016%2fj.fuproc.2012.08.009&partnerID=40&md5=f9895bf9e79eb969be2b3136a67a7013","Article","Final","","Scopus","2-s2.0-84865226465"
"Pellouchoud L.A.; Reed E.J.","Pellouchoud, Lenson A. (36133443200); Reed, Evan J. (7202479395)","36133443200; 7202479395","Optical characterization of shock-induced chemistry in the explosive nitromethane using DFT and time-dependent DFT","2013","Materials Research Society Symposium Proceedings","1582","","","","","","0","10.1557/opl.2013.881","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940271035&doi=10.1557%2fopl.2013.881&partnerID=40&md5=39cb35f97edb15fba0928e697c92a3b7","Conference paper","Final","","Scopus","2-s2.0-84940271035"
"Tian L.; He T.; Huang H.; Cai H.-Q.","Tian, Li (57198632579); He, Ting (55710878100); Huang, Hui (56290102600); Cai, Hua-Qiang (58414305600)","57198632579; 55710878100; 56290102600; 58414305600","Synthesis and characterization of 2,3-bis(hydroxylmethyl)-2,3-dinitrobutane-1,4-diol tetranitrate","2012","Binggong Xuebao/Acta Armamentarii","33","SUPPL2","","181","184","3","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877902400&partnerID=40&md5=8141c4e84cc8e59876ceb3445352fcd7","Article","Final","","Scopus","2-s2.0-84877902400"
"Subramanian V.R.; Sarker S.; Yu B.; Kar A.; Sun X.; Dey S.K.","Subramanian, Vaidyanathan Ravi (56251161500); Sarker, Swagatom (56067771300); Yu, Bowen (55578442400); Kar, Archana (57197671435); Sun, Xiaodi (55578401700); Dey, Sandwip K. (35570483100)","56251161500; 56067771300; 55578442400; 57197671435; 55578401700; 35570483100","TiO2 nanotubes and its composites: Photocatalytic and other photo-driven applications","2013","Journal of Materials Research","28","3","","280","293","13","30","10.1557/jmr.2012.392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873308997&doi=10.1557%2fjmr.2012.392&partnerID=40&md5=bf3babcfb2db44f48b89778810e64cd2","Review","Final","","Scopus","2-s2.0-84873308997"
"Yan S.; Jian G.; Zachariah M.R.","Yan, Shi (54976144700); Jian, Guoqiang (24724667400); Zachariah, Michael R. (7007024345)","54976144700; 24724667400; 7007024345","Electrospun nanofiber-based thermite textiles and their reactive properties","2012","ACS Applied Materials and Interfaces","4","12","","6432","6435","3","120","10.1021/am3021125","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871657509&doi=10.1021%2fam3021125&partnerID=40&md5=8fbc7149413738d98cb65ce854611430","Article","Final","","Scopus","2-s2.0-84871657509"
"Klapötke T.M.; Preimesser A.; Schedlbauer S.; Stierstorfer J.","Klapötke, Thomas M. (7102225410); Preimesser, Andreas (55315109000); Schedlbauer, Stefanie (55798693100); Stierstorfer, Jörg (22956620000)","7102225410; 55315109000; 55798693100; 22956620000","Highly energetic salts of 3,6-Bishydrazino-1,2,4,5-tetrazine","2013","Central European Journal of Energetic Materials","10","2","","151","170","19","17","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880429997&partnerID=40&md5=a38232b790062917f926cad8a1fb3a32","Article","Final","","Scopus","2-s2.0-84880429997"
"Klapötke T.M.; Preimesser A.; Stierstorfer J.","Klapötke, Thomas M. (7102225410); Preimesser, Andreas (55315109000); Stierstorfer, Jörg (22956620000)","7102225410; 55315109000; 22956620000","Thermally stable 3,6-disubstituted 1,2,4,5-tetrazines","2013","Zeitschrift fur Naturforschung - Section B Journal of Chemical Sciences","68","12","","1310","1320","10","24","10.5560/ZNB.2013-3237","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889033088&doi=10.5560%2fZNB.2013-3237&partnerID=40&md5=40139fcc6b4c6a393288404062010d61","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84889033088"
"Zhao X.-F.; Liu Z.-L.","Zhao, Xiao-Feng (55347333000); Liu, Zu-Liang (55643857500)","55347333000; 55643857500","2,6-diamino-3,5-dinitropyrazine-1-oxide synthesis and its explosion properties","2013","Gao Xiao Hua Xue Gong Cheng Xue Bao/Journal of Chemical Engineering of Chinese Universities","27","2","","248","253","5","6","10.3969/j.issn.1003-9015.2013.02.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877883772&doi=10.3969%2fj.issn.1003-9015.2013.02.012&partnerID=40&md5=1b0a2963833eab7886151f3b47ffae10","Article","Final","","Scopus","2-s2.0-84877883772"
"Klapötke T.M.; Piercey D.G.; Mehta N.; Oyler K.D.; Jorgensen M.; Lenahan S.; Salan J.S.; Fronabarger J.W.; Williams M.D.","Klapötke, Thomas M. (7102225410); Piercey, Davin G. (16231187300); Mehta, Neha (55657784700); Oyler, Karl D. (15760537500); Jorgensen, Matthew (25931650500); Lenahan, Shannon (6507869270); Salan, Jerry S. (52864598900); Fronabarger, John W. (6507414079); Williams, Michael D. (23029377100)","7102225410; 16231187300; 55657784700; 15760537500; 25931650500; 6507869270; 52864598900; 6507414079; 23029377100","Preparation of high purity sodium 5-nitrotetrazolate (NaNT): An essential precursor to the environmentally acceptable primary explosive, DBX-1","2013","Zeitschrift fur Anorganische und Allgemeine Chemie","639","5","","681","688","7","60","10.1002/zaac.201300010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876475238&doi=10.1002%2fzaac.201300010&partnerID=40&md5=51479042428d7390981e39d8066ab340","Article","Final","","Scopus","2-s2.0-84876475238"
